uid,use_coupon_percentage
1073895,0.01
1052050,0.01
2904434,0.01
5525876,0.01
1357887,0.01
283015,0.01
6836616,0.01
1419164,0.01
6836619,0.02
3035535,0.01
545171,0.01
4477334,0.01
3690905,0.01
6050202,0.02
4346271,0.01
7360928,0.01
6630402,0.01
4084132,0.01
6050217,0.01
6312363,0.01
7360941,0.02
4608442,0.01
5525959,0.03
2642376,0.01
1593813,0.03
4477399,0.01
860508,0.02
4870626,0.02
2646779,0.01
7229924,0.01
4569169,0.03
5919217,0.01
1987061,0.01
6443512,0.01
2904574,0.01
4870662,0.01
3822097,0.03
4870701,0.01
1331758,0.01
5132852,0.01
6050358,0.01
2249276,0.01
3822146,0.01
6443590,0.01
2537569,0.01
4215368,0.01
6312521,0.01
5788235,0.01
4477519,0.02
1987154,0.03
4084308,0.01
5919317,0.01
6836829,0.01
1069662,0.01
3297887,0.01
283232,0.01
2511457,0.01
2642530,0.04
6574692,0.01
1593958,0.03
2773611,0.01
3035756,0.01
545392,0.01
152181,0.01
5923605,0.01
1593987,0.02
4346510,0.02
4084368,0.01
2319128,0.01
6050451,0.01
545430,0.02
2380439,0.01
1462937,0.01
4477595,0.01
3560095,0.01
3953315,0.01
3760924,0.01
3018183,0.01
4477623,0.01
3035834,0.01
6443711,0.01
3564185,0.01
938692,0.01
6050507,0.01
3297999,0.01
3826468,0.01
4346587,0.02
6836957,0.01
3166945,0.01
5683323,0.01
6338684,0.02
3560170,0.01
2380525,0.01
4870894,0.01
7299880,0.02
3691251,0.01
3298047,0.01
1725184,0.01
4870914,0.01
1200902,0.01
6135456,0.03
2773771,0.01
2904844,0.01
5526286,0.01
6968090,0.01
4608795,0.01
1725212,0.01
5657377,0.01
7099170,0.01
1200937,0.02
3035949,0.01
5264176,0.01
4477745,0.06
5264181,0.01
3691318,0.01
676664,0.01
1069881,0.03
1463098,0.01
90933,0.01
3953477,0.02
3298118,0.01
2118471,0.01
1510882,0.02
3167054,0.01
5133137,0.02
2773843,0.02
2249556,0.01
3167067,0.01
6968158,0.01
4346719,0.01
7230309,0.01
7099239,0.01
2773865,0.01
6312810,0.01
5002096,0.01
6032872,0.01
7230328,0.01
1332091,0.03
6312831,0.02
414592,0.01
5657476,0.01
2511749,0.01
7099272,0.02
2249610,0.02
21390,0.05
5919633,0.01
3760963,0.01
6050708,0.01
2380694,0.05
3171140,0.01
2380699,0.02
7230366,0.01
2511777,0.01
4871078,0.01
7099303,0.01
1401671,0.03
2118575,0.01
2511804,0.02
5264328,0.02
807883,0.01
5657548,0.01
6968276,0.01
2249691,0.01
1201117,0.01
676842,0.01
5919727,0.01
1594355,0.01
2380789,0.01
1987574,0.01
6837242,0.02
5919741,0.01
4871167,0.01
807940,0.01
4871176,0.01
4477967,0.01
6444048,0.01
5526546,0.01
1463317,0.01
5919766,0.01
4871191,0.01
545816,0.01
1751216,0.01
3758569,0.01
5002284,0.01
2774061,0.01
4350813,0.01
6313012,0.01
5657654,0.02
3429434,0.01
7099456,0.02
4478020,0.02
5395528,0.01
2249802,0.05
5002315,0.01
152660,0.01
4215893,0.01
6706264,0.01
3560543,0.01
1554619,0.01
283749,0.02
4215913,0.02
5657717,0.01
3691640,0.02
4084857,0.01
676987,0.01
676989,0.01
5657726,0.02
6968449,0.01
1987714,0.02
1070217,0.01
1987725,0.01
5395599,0.01
4740248,0.01
283802,0.01
414883,0.01
2774181,0.02
2249894,0.01
3298471,0.03
3691689,0.01
545964,0.01
3036338,0.01
6575283,0.01
2249909,0.01
3953854,0.01
5399413,0.01
5115424,0.01
3822786,0.01
3560646,0.01
4787745,0.02
5492421,0.01
2118869,0.02
1201370,0.01
5988845,0.01
5264612,0.03
1070311,0.01
939240,0.01
677101,0.01
4478193,0.01
6837490,0.01
4871411,0.01
1332468,0.02
808189,0.01
1856769,0.02
899286,0.01
677129,0.01
3560720,0.01
3953940,0.02
21785,0.08
2118938,0.03
4525615,0.01
6444316,0.01
5657886,0.01
6313249,0.02
546083,0.01
3455196,0.01
4609323,0.01
6968620,0.01
4478256,0.01
1463606,0.01
6575418,0.02
4962527,0.01
1201471,0.01
7230787,0.01
6819382,0.01
939337,0.01
4871499,0.02
7230797,0.01
1729421,0.04
7298205,0.02
6968660,0.01
5395798,0.01
6444378,0.01
4591162,0.01
6313310,0.01
5789026,0.01
1332581,0.03
5526888,0.04
4421987,0.01
415086,0.02
5002610,0.01
3579635,0.01
1816810,0.02
2774400,0.01
21892,0.01
677257,0.02
5395850,0.02
2774413,0.09
284051,0.02
3167650,0.01
1463717,0.02
1988008,0.03
4696954,0.01
6837679,0.01
5880051,0.01
3167672,0.01
2865397,0.04
2381260,0.01
3167695,0.01
5526994,0.01
6182355,0.02
3167700,0.02
5473840,0.01
5527000,0.01
2384804,0.01
2381274,0.01
2774493,0.01
5527006,0.02
6444512,0.01
1856995,0.03
3823078,0.01
1463791,0.02
5395952,0.01
6120360,0.01
2250226,0.01
4478453,0.01
6841257,0.01
4085242,0.03
6968827,0.01
4085245,0.01
6968839,0.01
5002770,0.01
6837786,0.01
1988125,0.01
2910796,0.01
22054,0.01
2381351,0.04
2512428,0.01
677431,0.01
1201720,0.03
939577,0.01
7231049,0.01
7231051,0.01
546382,0.01
1594959,0.01
1201744,0.01
4478545,0.01
3298898,0.01
5264979,0.01
6051412,0.01
4085335,0.02
6444633,0.01
4609634,0.03
6313575,0.01
808557,0.01
1332854,0.01
4609656,0.01
2774650,0.01
1857149,0.02
5002878,0.02
5265023,0.02
546432,0.01
1332867,0.01
4347526,0.02
331373,0.01
7100053,0.01
4609688,0.01
7231130,0.02
6182555,0.01
808605,0.01
3823263,0.01
2905760,0.02
4478634,0.01
5002923,0.03
5967474,0.01
4085422,0.04
808623,0.01
3167920,0.01
2512563,0.04
3954357,0.02
3823286,0.01
5134012,0.02
5527230,0.09
4085442,0.01
5527243,0.01
3823310,0.01
4394616,0.01
3299029,0.01
4871895,0.02
3167963,0.02
6182634,0.02
22257,0.06
1332979,0.02
2643711,0.02
4216576,0.01
4478722,0.01
284420,0.04
6320567,0.01
6313734,0.02
877527,0.01
5396244,0.01
5920535,0.03
6444824,0.01
808733,0.01
4347678,0.01
1070880,0.01
4740899,0.02
4216612,0.01
6521336,0.01
5920550,0.02
6182695,0.02
808745,0.01
2381611,0.01
1857327,0.01
6051633,0.01
415540,0.01
3430200,0.02
5265214,0.01
5527359,0.02
6051648,0.01
3168065,0.01
4872003,0.01
6448098,0.01
7101177,0.01
3561299,0.01
5265240,0.02
3561305,0.01
1595228,0.01
1202014,0.02
3692389,0.01
1857382,0.01
2512743,0.01
546664,0.01
210242,0.01
4347757,0.01
3168112,0.01
1598440,0.02
6182770,0.01
5658484,0.01
939894,0.01
808824,0.01
284539,0.01
2774912,0.04
1070984,0.01
5265295,0.01
1333144,0.01
3823515,0.01
1576602,0.02
6051746,0.01
6051747,0.01
3430310,0.01
22445,0.02
2250674,0.01
3692468,0.01
4347836,0.01
6707135,0.01
7231430,0.01
5265354,0.01
1071055,0.02
353272,0.01
2512852,0.01
2250715,0.01
4741085,0.03
1071073,0.02
7231461,0.01
3823592,0.01
1726444,0.01
5003249,0.01
2512884,0.01
5265407,0.02
5003264,0.01
2906114,0.04
3692550,0.02
1071112,0.02
4610057,0.01
6011223,0.02
6707213,0.01
3692565,0.01
3692567,0.01
2381851,0.01
3430429,0.01
6314014,0.02
4085791,0.01
153645,0.01
2512943,0.11
5789744,0.03
940087,0.01
7231547,0.01
677952,0.01
3692614,0.03
2952887,0.02
4085837,0.01
1726547,0.03
1333334,0.01
4872279,0.01
1464417,0.02
4741222,0.01
6576231,0.01
3217405,0.02
4085875,0.03
2250869,0.01
1071232,0.01
6051969,0.02
3692674,0.02
4610182,0.01
7231623,0.01
4085896,0.01
2381962,0.01
1071244,0.01
4610190,0.01
7231634,0.02
462532,0.01
5789850,0.02
6445212,0.01
1464481,0.01
3823783,0.01
678059,0.02
4085932,0.01
6314161,0.01
6576306,0.01
6838458,0.01
5971420,0.01
4741311,0.02
4872386,0.01
3037379,0.03
1726660,0.01
4829025,0.03
5396682,0.01
6183115,0.01
3561676,0.01
4656845,0.01
7231698,0.01
2382036,0.01
809175,0.01
1595610,0.01
5789917,0.01
4085982,0.01
415974,0.03
5658855,0.02
1595624,0.01
3299565,0.01
6576367,0.01
3692787,0.01
5003510,0.02
3430649,0.01
5265668,0.01
69334,0.03
22791,0.04
6445321,0.01
1071373,0.01
4479246,0.01
3823889,0.01
113027,0.01
4872468,0.01
6707477,0.01
7100700,0.02
3430686,0.01
5661744,0.05
809251,0.01
1988900,0.01
1202470,0.01
3954989,0.02
2119982,0.01
1464623,0.01
6838576,0.08
6445363,0.01
809269,0.01
284985,0.01
2119994,0.03
4610366,0.02
1988928,0.01
2120004,0.01
6707526,0.01
678215,0.01
3430741,0.01
2513246,0.01
4086114,0.01
4610404,0.01
678245,0.01
6052200,0.01
4348265,0.01
678252,0.01
285037,0.01
6183278,0.01
6576503,0.02
809336,0.02
3037565,0.01
2251138,0.02
4872580,0.02
3299720,0.03
1464713,0.02
153995,0.01
940436,0.01
5921173,0.02
3193241,0.02
6838696,0.01
5134763,0.01
7231922,0.01
3692986,0.01
547261,0.02
2120131,0.01
1333700,0.01
285129,0.01
6314451,0.01
6052325,0.01
3561959,0.01
113063,0.02
4086253,0.01
5528049,0.01
1202679,0.02
3561989,0.01
2644487,0.01
462597,0.02
678434,0.01
1071654,0.03
678445,0.02
5528113,0.02
1989171,0.01
3955256,0.01
416317,0.02
4741696,0.02
3430981,0.02
5921353,0.02
3824202,0.01
4086348,0.01
5790292,0.01
2887438,0.01
2251352,0.06
4872795,0.01
285276,0.01
2319461,0.01
5003872,0.01
6183522,0.01
5528165,0.01
4479591,0.04
5659242,0.02
5989479,0.01
5134956,0.01
2906736,0.02
5397105,0.01
3431026,0.01
5397115,0.01
5790336,0.01
2144704,0.01
2644610,0.01
5397125,0.01
1202822,0.01
2122860,0.01
547472,0.01
1333906,0.01
1989272,0.01
6404548,0.01
2644634,0.01
5388556,0.06
1989282,0.01
1464995,0.05
5135012,0.01
6838951,0.01
5921453,0.01
7232174,0.01
4348594,0.02
5659319,0.01
2906812,0.01
1596094,0.01
3243612,0.01
6314692,0.01
5528262,0.02
4872907,0.01
5135054,0.01
6052559,0.01
6970065,0.01
5397202,0.01
1333973,0.03
416471,0.01
3168986,0.01
5659359,0.02
5921505,0.03
940775,0.01
1074300,0.02
2363175,0.01
7232240,0.01
4086517,0.01
416503,0.01
2210260,0.01
23290,0.01
4479748,0.01
3693319,0.01
5790475,0.01
678668,0.02
2906896,0.01
416532,0.02
4741910,0.01
3562268,0.01
6839069,0.02
4081603,0.01
809761,0.01
1596194,0.02
1596195,0.02
2382629,0.02
4086567,0.02
5266217,0.01
4610867,0.02
1202997,0.01
5004086,0.03
678719,0.02
4348738,0.01
3693383,0.02
6183754,0.01
809807,0.01
4525881,0.01
1858403,0.01
1071973,0.01
2513770,0.01
2644844,0.01
547696,0.01
5659520,0.01
2513799,0.01
5790602,0.02
1270935,0.01
3431311,0.01
5790615,0.01
1773380,0.01
6970267,0.01
5790625,0.01
4610990,0.01
3570959,0.01
6839221,0.01
154551,0.01
2513851,0.01
6052800,0.01
23490,0.04
2251720,0.01
7232457,0.01
702968,0.03
4611029,0.01
809947,0.01
3693535,0.01
7278416,0.01
5004259,0.01
4348901,0.01
6446065,0.01
4217843,0.01
3038197,0.01
5266423,0.01
547832,0.01
4217858,0.01
941061,0.01
678919,0.01
678921,0.01
941066,0.01
4086801,0.01
941074,0.01
4897283,0.01
1727509,0.01
3300377,0.01
411050,0.01
4480033,0.01
5528611,0.01
154660,0.05
1203237,0.02
6708268,0.01
2645037,0.01
1334320,0.01
5659698,0.01
3431475,0.01
6839349,0.01
1203254,0.01
3693627,0.01
4611137,0.02
2741705,0.01
5268662,0.01
2513993,0.01
678986,0.01
7232590,0.01
4086863,0.01
6577232,0.01
1072209,0.01
5135442,0.02
4480084,0.01
154711,0.01
810073,0.01
5266522,0.02
4873309,0.01
5135454,0.01
285802,0.01
7101548,0.01
3038317,0.01
3824751,0.02
4086896,0.01
5266549,0.01
6839414,0.07
5683734,0.01
6577291,0.01
5135501,0.01
6839438,0.01
3300504,0.03
3955865,0.01
4478787,0.01
5836655,0.01
3169437,0.01
5004451,0.02
285862,0.02
5921960,0.01
5814812,0.02
4349099,0.01
3038382,0.01
2645167,0.01
4480180,0.01
6011424,0.02
1596614,0.02
4086985,0.01
5921996,0.01
3038422,0.02
2383063,0.01
1072344,0.01
679131,0.01
5528797,0.01
6338075,0.02
1727713,0.01
4218086,0.01
5135591,0.03
3824872,0.01
154858,0.02
5659886,0.01
5266674,0.02
3562739,0.01
1203445,0.01
4218103,0.01
5006548,0.04
1596666,0.01
5397757,0.01
3302613,0.02
5135616,0.01
4611330,0.01
3562756,0.01
4611335,0.03
4873482,0.01
285980,0.01
1727777,0.01
2907428,0.02
7212934,0.01
5922087,0.01
548136,0.01
3956011,0.02
2121004,0.02
6339122,0.01
2776366,0.01
3562805,0.01
2252086,0.01
4873527,0.01
810297,0.01
6184256,0.01
4742465,0.09
5922120,0.01
2383177,0.01
2383182,0.01
5266767,0.01
2079288,0.01
941398,0.01
5273136,0.02
23908,0.02
4742501,0.01
2383215,0.01
6446449,0.01
4349300,0.01
6601278,0.01
1465724,0.01
6446462,0.06
23936,0.01
1334661,0.01
4611462,0.01
5135752,0.01
6053257,0.04
3431821,0.02
3848771,0.01
7084414,0.01
5528986,0.01
4087205,0.04
5397926,0.01
5922216,0.01
2645421,0.01
4611503,0.02
7101879,0.04
1596865,0.01
286147,0.01
4349381,0.03
3694027,0.01
5135821,0.01
6708686,0.01
4831821,0.01
4480466,0.01
6446549,0.01
5791190,0.01
5004760,0.01
5613573,0.03
4349405,0.01
3477413,0.02
7232993,0.01
5397994,0.02
6315500,0.01
4611568,0.01
2383347,0.01
4480505,0.01
5922300,0.01
7101958,0.01
3300871,0.01
4087305,0.02
1728011,0.01
5135884,0.01
6053389,0.01
3431950,0.01
5922319,0.01
5922321,0.01
4087318,0.01
5945946,0.01
6446629,0.01
1728039,0.01
5660200,0.01
4087338,0.02
6446637,0.02
3431985,0.01
24116,0.01
746761,0.02
6577723,0.01
3324512,0.02
6839877,0.02
2494391,0.01
5398092,0.01
3563095,0.01
4742747,0.01
2383455,0.01
5004897,0.03
1859184,0.03
1597042,0.01
2776692,0.01
3038844,0.01
3300990,0.01
1334916,0.01
6446729,0.02
1334926,0.04
3301008,0.01
2645650,0.01
7212995,0.01
155288,0.01
1728157,0.01
2121378,0.01
1203878,0.01
6577841,0.01
6839987,0.02
3694265,0.01
3432122,0.01
1728193,0.01
3825348,0.07
6315718,0.03
25889,0.01
3956424,0.01
3825357,0.01
2514639,0.01
4873943,0.01
2252515,0.01
1990381,0.01
1859311,0.04
1597169,0.01
2383605,0.01
1203959,0.01
24315,0.01
4873983,0.03
6971137,0.01
1597188,0.01
286471,0.01
1859337,0.01
3956495,0.01
3979907,0.01
2514708,0.01
5529365,0.01
2645784,0.01
3563293,0.01
6339205,0.01
2121512,0.01
3825452,0.01
1728304,0.03
4611891,0.01
5660473,0.01
4742971,0.01
6446908,0.01
6840128,0.01
6840130,0.01
3039047,0.02
4742985,0.02
4874059,0.01
1204049,0.03
5660500,0.01
6053719,0.01
6578014,0.01
2383713,0.01
5791593,0.03
3280871,0.01
6709104,0.01
5660533,0.01
155510,0.01
1249257,0.01
5922680,0.07
3783316,0.01
3171648,0.01
7233411,0.01
810884,0.01
7102344,0.01
5136268,0.01
1728400,0.01
679827,0.01
1204116,0.02
2252693,0.01
2514847,0.01
4087712,0.01
2776993,0.01
4480935,0.01
5005225,0.01
6840240,0.01
4154696,0.02
1859509,0.01
2777021,0.01
2777030,0.01
4612039,0.02
6840267,0.02
4766370,0.01
5267407,0.05
155600,0.01
3694545,0.01
5529557,0.02
2777050,0.01
548827,0.02
1597412,0.01
7102442,0.01
2908141,0.01
6184942,0.01
4438696,0.01
4349939,0.01
1466357,0.01
4087798,0.01
5529591,0.02
3563515,0.03
3859054,0.01
6754304,0.02
417796,0.01
679943,0.04
6709256,0.01
3301385,0.01
5922826,0.01
2471137,0.01
5005324,0.01
3039245,0.04
7233550,0.01
942095,0.01
4743185,0.01
6316054,0.02
1773762,0.02
4349986,0.01
1204261,0.01
6578222,0.01
2166792,0.01
2514996,0.02
1204278,0.04
1597495,0.01
2908218,0.01
2908219,0.01
5922878,0.02
1990722,0.03
5660742,0.02
5398599,0.01
1466442,0.01
4874319,0.01
6447187,0.02
6447188,0.01
6840407,0.02
1335384,0.01
6709338,0.01
7233628,0.01
6120805,0.01
3411984,0.01
1511441,0.01
6971498,0.02
899913,0.01
4874354,0.01
24701,0.01
2384000,0.01
1335426,0.01
680071,0.01
1597577,0.10
6394845,0.01
680077,0.01
1728656,0.02
6840465,0.04
549012,0.01
3170454,0.02
2121880,0.01
5529754,0.05
6709410,0.02
3694770,0.01
5136568,0.02
549053,0.01
6601419,0.03
1073348,0.01
6404812,0.04
2646219,0.01
1859792,0.01
7038329,0.01
1466586,0.02
4481244,0.02
7102686,0.01
7102691,0.01
1728744,0.01
2646251,0.01
4526120,0.01
6578438,0.01
1335560,0.01
6840585,0.02
1204499,0.01
5660952,0.01
1664388,0.01
3170590,0.02
6709543,0.03
6185256,0.01
6185267,0.01
3694901,0.01
1204540,0.01
6447428,0.01
3694918,0.01
1204551,0.01
1466700,0.01
2122066,0.02
3563860,0.01
5398870,0.01
2253144,0.01
2253145,0.01
5005659,0.01
2384221,0.02
2210533,0.01
5578687,0.01
3039592,0.01
1466730,0.01
5398902,0.01
4481399,0.01
156029,0.01
1466766,0.01
3301775,0.01
1466769,0.02
6639267,0.01
2122134,0.01
3501177,0.01
6578584,0.01
5267865,0.02
6316443,0.01
3170727,0.01
5661096,0.03
25001,0.01
2122159,0.01
6709681,0.01
2777524,0.01
6709685,0.02
7233978,0.01
1860027,0.01
5136829,0.03
2253246,0.01
1336736,0.01
6840770,0.01
2560075,0.02
6578636,0.01
811469,0.01
3039697,0.01
680403,0.01
3432918,0.03
1860055,0.01
5858724,0.01
5661146,0.01
5399003,0.02
4481504,0.01
3957217,0.01
1597923,0.02
4198481,0.02
3039721,0.01
418287,0.01
3039730,0.01
5399027,0.01
1597943,0.01
811514,0.01
680445,0.02
6971903,0.01
811524,0.01
2777607,0.02
549389,0.01
6840848,0.01
7102995,0.01
4612630,0.01
3039768,0.02
5661213,0.01
1729059,0.01
4743719,0.02
7234089,0.03
1860139,0.01
3564078,0.07
4219441,0.01
1161993,0.01
6841780,0.02
6447675,0.01
2777672,0.01
6447689,0.01
6185553,0.01
1991251,0.01
4612692,0.01
3170902,0.01
4874839,0.01
4088417,0.01
2515557,0.01
1335910,0.01
4874858,0.01
6185579,0.02
811631,0.01
3957362,0.01
3826292,0.01
6840951,0.02
25208,0.01
3521300,0.01
2254271,0.02
5735819,0.01
4612734,0.01
5792385,0.02
3957379,0.01
1860232,0.01
1204876,0.01
4612750,0.01
3826326,0.01
680599,0.01
4482500,0.01
6316699,0.01
3564193,0.01
4481699,0.01
3170982,0.01
811687,0.01
2603804,0.01
4088490,0.01
2646703,0.02
3957428,0.01
5137078,0.01
5268152,0.03
5268154,0.01
418492,0.04
4220362,0.01
3039937,0.01
156360,0.01
3957453,0.02
6841040,0.01
7234257,0.02
1991386,0.01
7234276,0.01
4481767,0.03
6359949,0.01
200828,0.01
1860332,0.01
1009106,0.02
6316782,0.01
3433199,0.03
6054642,0.22
5137141,0.01
2515704,0.01
5792506,0.01
6841083,0.01
2777852,0.01
3433941,0.01
2908928,0.01
418561,0.02
5520378,0.02
5831843,0.01
6578952,0.06
5137165,0.01
7234319,0.02
549653,0.01
3302167,0.01
4875037,0.04
2646814,0.02
3564319,0.03
2253603,0.15
2384676,0.01
6316837,0.01
680744,0.05
3302185,0.01
156460,0.02
6841136,0.01
3957553,0.01
3433267,0.01
6841141,0.01
6710077,0.01
811838,0.01
6011701,0.01
5530435,0.01
942916,0.01
1970317,0.01
5792592,0.05
7103316,0.01
156503,0.01
3433304,0.01
1646271,0.01
6316896,0.01
6185827,0.01
680809,0.06
811883,0.01
5137263,0.01
5792625,0.02
2253685,0.01
1074040,0.01
1729405,0.01
4350846,0.01
4350854,0.01
6448009,0.01
1860493,0.01
2515854,0.01
4613008,0.01
2909073,0.01
1336213,0.01
3826582,0.02
4481944,0.08
4744090,0.01
1336219,0.01
3302300,0.01
4613025,0.01
5923748,0.02
4219813,0.01
2646951,0.01
156584,0.02
5792681,0.01
6710187,0.02
1991603,0.01
1860532,0.01
943031,0.01
6841273,0.01
2646970,0.01
5006268,0.02
4744125,0.01
2122688,0.01
1991618,0.01
2253766,0.03
3564487,0.01
5923788,0.01
3171280,0.01
2625699,0.01
5137369,0.01
2276176,0.01
3695586,0.01
3695587,0.01
1467367,0.01
6448104,0.03
3171306,0.01
2647022,0.01
549871,0.03
418802,0.01
5923829,0.01
3171329,0.01
2450945,0.02
549900,0.01
2515983,0.02
812050,0.02
1336339,0.01
6448153,0.01
1598490,0.01
1991707,0.01
6186013,0.01
5268514,0.01
1293147,0.01
484870,0.01
5399600,0.01
943153,0.01
6972466,0.01
1074233,0.01
3826750,0.08
1991747,0.01
4351045,0.01
7060321,0.01
2226760,0.01
2909260,0.01
4482125,0.02
4482127,0.05
2909264,0.02
2122835,0.01
4875350,0.01
5006424,0.01
4744281,0.01
4744287,0.01
6972524,0.01
418925,0.03
7234671,0.03
5159784,0.01
3171452,0.01
6972541,0.01
5334551,0.01
5399693,0.01
2516111,0.01
4744339,0.01
5661850,0.01
25768,0.01
5006505,0.05
4613292,0.04
419357,0.01
3302579,0.01
5399734,0.01
6448315,0.03
4657354,0.01
5924031,0.01
1598656,0.06
5924034,0.01
5639819,0.02
5006534,0.01
1991880,0.01
4482249,0.08
1293175,0.01
5661902,0.01
5399764,0.01
6317269,0.01
25819,0.02
6317277,0.02
4089058,0.01
5530852,0.01
1467621,0.01
7060348,0.01
5006572,0.01
2516205,0.01
4089076,0.01
1205494,0.01
419063,0.03
5399808,0.01
6186245,0.01
2778374,0.01
2516232,0.01
5268746,0.02
4722903,0.01
5006604,0.03
5553026,0.02
3695889,0.01
2516243,0.01
1074453,0.01
1336598,0.01
5137689,0.01
1074458,0.01
5924123,0.02
681245,0.01
4613406,0.01
2909473,0.01
4220194,0.02
3958052,0.08
3826982,0.02
812327,0.01
5006632,0.01
2385193,0.02
2778410,0.04
3695915,0.02
4100176,0.01
3695920,0.02
1205559,0.02
1074493,0.01
3958080,0.04
1074498,0.05
2254148,0.01
5268805,0.01
4220235,0.02
681293,0.01
5137742,0.01
4722915,0.01
2254165,0.01
846884,0.02
157019,0.01
1598813,0.02
550238,0.01
157025,0.03
4220261,0.01
4089190,0.02
1205608,0.01
5793129,0.01
4089195,0.02
2516333,0.01
681330,0.01
5924211,0.01
4613498,0.01
6579582,0.01
419201,0.01
3433858,0.01
3040646,0.01
6579594,0.02
25995,0.01
2647437,0.01
6186386,0.01
1336724,0.01
5268889,0.01
3958176,0.01
3302821,0.01
4744615,0.01
4089258,0.01
1729972,0.01
2254263,0.02
6667167,0.02
3302844,0.03
2713162,0.01
6841791,0.01
1729985,0.01
1729986,0.01
5531075,0.02
288196,0.01
3958213,0.01
6710728,0.01
214729,0.02
6972876,0.01
2385361,0.01
2254290,0.01
1598931,0.01
3302869,0.01
6710743,0.01
2909656,0.02
6972889,0.02
4089306,0.01
2254301,0.01
288224,0.01
1730128,0.01
812518,0.03
7235057,0.02
6972915,0.01
7235060,0.01
1992187,0.01
6841852,0.04
6972936,0.01
2516490,0.02
6186583,0.01
3171854,0.01
1957212,0.01
3827217,0.01
3040786,0.01
4963246,0.02
2516502,0.05
812567,0.01
3958296,0.01
5924378,0.02
4089373,0.01
1467936,0.01
3827233,0.01
4089379,0.01
2123300,0.01
4482652,0.01
1599018,0.01
6841901,0.01
7104048,0.03
6579762,0.01
6448734,0.01
5006903,0.01
943677,0.11
1992254,0.02
6055498,0.01
812619,0.03
5531212,0.04
5531216,0.02
5400145,0.02
5041893,0.01
1730135,0.01
2123355,0.01
3958364,0.03
4875870,0.01
3827297,0.01
812644,0.03
6710885,0.02
5509393,0.01
4482667,0.01
1468017,0.01
7038569,0.02
1992318,0.02
6055554,0.03
6448780,0.01
6710925,0.01
3587014,0.01
1992358,0.01
6579883,0.01
6317744,0.01
2385586,0.01
2778803,0.01
1730229,0.02
1599160,0.01
2254524,0.02
1468093,0.01
2385605,0.01
4089542,0.01
1074890,0.06
1599179,0.01
681679,0.01
1162190,0.01
5400281,0.01
1926778,0.01
1337054,0.04
3827427,0.01
1337061,0.01
1468135,0.01
681705,0.01
943850,0.01
2101543,0.01
4220656,0.02
1337075,0.02
681720,0.01
2778880,0.01
5793537,0.01
3303171,0.01
2516742,0.01
6579977,0.01
2385681,0.01
1468183,0.02
3041048,0.05
4089627,0.01
4876060,0.01
2385693,0.02
5924638,0.01
6448933,0.01
5662502,0.01
3434291,0.01
1337141,0.01
6055742,0.02
4613953,0.01
6973252,0.01
4745029,0.01
3434311,0.01
1468232,0.01
1184056,0.01
4220757,0.01
2910038,0.01
3827543,0.01
2191870,0.01
2910042,0.01
4613983,0.20
6055777,0.01
5400424,0.02
4220778,0.01
812913,0.01
2910069,0.02
3434361,0.01
4876155,0.02
4876168,0.02
944011,0.01
7235470,0.01
6973329,0.01
1599378,0.02
5007263,0.01
3565473,0.01
4482981,0.01
2800625,0.01
5400488,0.01
2254763,0.02
2516917,0.01
6318010,0.01
6318012,0.01
3172291,0.01
3303364,0.03
3172297,0.01
3434444,0.01
7104463,0.01
1730517,0.01
813015,0.07
7235546,0.01
6317733,0.01
6186977,0.01
2910184,0.01
6973420,0.01
1839442,0.01
4089838,0.01
5613659,0.01
6580211,0.01
7104500,0.02
3172341,0.01
1599486,0.01
681983,0.01
6055938,0.04
2385925,0.01
3303431,0.01
2517008,0.01
5924883,0.01
3696671,0.01
5793828,0.01
1730602,0.01
3147707,0.01
4067677,0.01
3696689,0.01
3565619,0.02
6318140,0.01
3303488,0.05
4876354,0.01
26691,0.01
5400647,0.01
1992776,0.01
1599562,0.01
6318155,0.05
4089934,0.01
7235664,0.01
944210,0.01
1468500,0.04
4176910,0.01
6187096,0.01
2779229,0.01
1861726,0.01
3674470,0.01
4483176,0.02
1205948,0.02
813164,0.01
157373,0.01
4483184,0.01
2254961,0.01
5269619,0.01
3958902,0.01
26747,0.01
2910332,0.01
6208533,0.02
6318208,0.01
5400705,0.01
5111744,0.01
2779274,0.01
3958924,0.01
3565710,0.02
5596867,0.01
4745364,0.01
1075350,0.01
2910361,0.01
6318245,0.01
4876457,0.01
6580399,0.01
6842546,0.01
1468599,0.02
7104696,0.01
157883,0.03
3827903,0.01
5793985,0.01
2255043,0.01
6449348,0.02
1730760,0.02
157903,0.01
3915868,0.01
5925074,0.01
2910419,0.01
4090073,0.01
4483290,0.01
6449371,0.02
6713526,0.01
7235809,0.01
3959012,0.01
1992935,0.04
6842601,0.01
6187243,0.05
1468657,0.01
7235832,0.01
3565820,0.01
7104766,0.01
26881,0.01
1730819,0.03
5269775,0.02
1468688,0.01
2386197,0.01
5794070,0.01
4221208,0.02
3041562,0.01
1468700,0.01
5925154,0.01
3565865,0.04
1730858,0.02
3696940,0.01
26932,0.01
7104826,0.01
1730881,0.01
682311,0.01
4090184,0.01
26956,0.02
3025510,0.01
6580561,0.04
6056275,0.01
5072612,0.04
4352350,0.02
289122,0.01
1599848,0.01
3172071,0.05
3718205,0.01
2517361,0.01
5400947,0.01
3041652,0.02
354025,0.01
813435,0.02
3227285,0.01
551300,0.01
3084694,0.05
4090248,0.01
6318474,0.01
