uid,use_coupon_percentage
4015462,0.01
10569064,0.01
5781052,0.05
4801901,0.01
447955,0.01
15287664,0.04
12116200,0.04
3491189,0.02
10831231,0.01
12404099,0.02
13976966,0.01
2966920,0.02
14475500,0.06
10569100,0.01
6899086,0.01
6112658,0.01
10306966,0.01
11093400,0.09
6899101,0.02
869791,0.02
13190564,0.01
13190566,0.02
10569133,0.01
12141999,0.14
12928432,0.01
4601416,0.02
15287731,0.01
4801973,0.01
10306998,0.04
10306999,0.02
11093432,0.04
1656249,0.01
5464899,0.01
14213365,0.02
12706464,0.06
10831298,0.02
12404166,0.01
13977031,0.04
345545,0.04
10569164,0.04
10569166,0.02
12928464,0.02
12928465,0.01
869842,0.01
2180563,0.01
14501332,0.02
11093464,0.01
607705,0.01
13452764,0.01
12974132,0.01
1656288,0.01
15025633,0.02
6899173,0.04
13190632,0.01
12378365,0.04
4015602,0.01
12928499,0.02
12928500,0.02
14501366,0.01
15287799,0.01
3546769,0.01
12666365,0.01
12666366,0.05
14239231,0.02
2180608,0.01
5064193,0.01
11617798,0.02
13724264,0.02
5571907,0.01
12928531,0.12
12928532,0.01
11879964,0.02
4539933,0.04
11879966,0.02
12666399,0.01
12666400,0.01
4557744,0.01
10044964,0.07
1656357,0.02
607782,0.02
14912433,0.01
11617832,0.05
11617833,0.02
13977131,0.04
13190700,0.02
1656369,0.04
11355698,0.01
11355700,0.01
12928566,0.01
15287864,0.04
10307131,0.07
11880000,0.02
13452865,0.01
1132098,0.05
15025733,0.01
15016731,0.01
4514060,0.02
13977164,0.01
13977166,0.06
11985165,0.06
14763600,0.01
7161427,0.04
11355732,0.07
11985166,0.06
12706465,0.06
14501464,0.02
2411997,0.05
14650298,0.02
14239331,0.01
5850725,0.02
5326439,0.02
10831464,0.04
6899306,0.01
1394287,0.02
3753590,0.02
2242153,0.02
12928633,0.01
13715066,0.07
15287932,0.02
5064317,0.01
5064318,0.01
11093632,0.01
12666499,0.02
14239364,0.01
2154774,0.06
6375050,0.01
4277906,0.01
12509465,0.01
607898,0.04
14501531,0.07
15287964,0.02
10307233,0.10
12666532,0.01
14239398,0.02
15025831,0.05
13295900,0.01
4277932,0.09
13190833,0.04
4208243,0.05
4802229,0.01
11355831,0.02
11355833,0.01
12142266,0.01
3491516,0.01
1656510,0.02
10307265,0.02
10307266,0.01
5326535,0.06
3229384,0.02
11766732,0.01
15156400,0.02
5850830,0.02
11618000,0.01
13715164,0.02
14431866,0.05
10307298,0.01
607973,0.02
11880166,0.01
12666599,0.09
13453032,0.16
13514364,0.02
1394413,0.01
12404466,0.02
14300798,0.01
10569466,0.02
2504319,0.04
12928765,0.04
870142,0.01
10307331,0.01
1394438,0.01
13453066,0.01
12404498,0.02
13190931,0.02
11985199,0.01
11355932,0.02
4540199,0.01
12666665,0.04
13453100,0.05
4208264,0.01
12404532,0.07
13977398,0.01
10569532,0.01
11548299,0.04
5685395,0.01
6113100,0.04
10045265,0.06
14999865,0.01
6698640,0.02
6899554,0.04
14501733,0.01
10307433,0.02
1918828,0.01
6899565,0.01
13453166,0.05
14239599,0.02
6637424,0.06
12404598,0.06
5851000,0.01
13977466,0.02
6899582,0.07
669333,0.05
1381980,0.01
12928899,0.01
931478,0.01
13951298,0.02
14239632,0.07
15026066,0.05
10831764,0.01
13205765,0.01
6637463,0.02
14737732,0.04
14126064,0.11
1574020,0.01
11155099,0.02
5588900,0.04
13715365,0.01
13715366,0.02
14126065,0.04
10543431,0.02
3753901,0.01
2967470,0.01
12666800,0.01
83889,0.01
5064626,0.01
4278195,0.02
4540342,0.02
11618232,0.02
13191098,0.01
4278208,0.04
11356098,0.44
12142531,0.01
12142532,0.02
12142533,0.01
3229638,0.01
4802503,0.05
15288264,0.01
11175966,0.02
11504631,0.01
83918,0.01
11482664,0.01
608210,0.02
5256867,0.01
4540373,0.04
11618265,0.01
13191132,0.02
14763999,0.02
10569698,0.02
1132526,0.02
5326831,0.01
5588976,0.02
1918964,0.04
4398221,0.04
12946431,0.01
11618300,0.05
13191165,0.02
5693781,0.05
14764032,0.02
1656837,0.02
12142600,0.20
13715466,0.02
13427031,0.01
7161869,0.01
4016144,0.02
12640600,0.05
12666898,0.02
13453331,0.05
14239766,0.02
10045466,0.01
13977631,0.01
870435,0.01
1656871,0.02
10307631,0.05
4278320,0.02
5737480,0.04
14911999,0.01
14440631,0.01
13977666,0.02
4489525,0.01
5589069,0.01
15288398,0.01
10643499,0.05
7161938,0.01
6113366,0.01
14239831,0.01
10831964,0.01
11618398,0.01
13339664,0.01
10569831,0.01
10368700,0.01
4016235,0.02
13715566,0.01
1656950,0.02
6349161,0.02
14239866,0.02
10832000,0.04
14764164,0.01
13977733,0.01
10569864,0.04
4802697,0.01
6113420,0.01
870542,0.01
11504664,0.14
10307731,0.01
3754132,0.01
13453465,0.02
14239898,0.01
15026333,0.01
10045600,0.01
11618465,0.02
14580299,0.05
10892998,0.02
6366272,0.02
13715632,0.02
15288498,0.04
11880632,0.01
11880633,0.02
13453500,0.05
2705599,0.01
10045633,0.01
6113477,0.01
13191366,0.01
12946465,0.05
14764233,0.01
5589195,0.01
11356365,0.02
15288531,0.02
10307798,0.02
1394911,0.01
587649,0.07
4820006,0.09
13191398,0.01
11723132,0.02
10569964,0.01
10569966,0.05
11723133,0.01
12142833,0.02
13715698,0.01
3229945,0.01
11094266,0.02
6113531,0.01
11880700,0.02
11592064,0.04
11618566,0.02
3858817,0.01
84232,0.01
14764298,0.01
14764300,0.02
4802829,0.01
10791899,0.01
10569999,0.02
5589264,0.02
15288600,0.04
5589273,0.04
10307866,0.01
11880732,0.02
12667165,0.05
10980400,0.02
4802858,0.02
6900011,0.02
12142898,0.01
12142899,0.01
13715765,0.01
14502200,0.02
11635764,0.01
4278586,0.01
12667199,0.10
12667200,0.01
1193696,0.01
15026500,0.05
10832198,0.01
11618631,0.01
1919307,0.01
10570065,0.02
4540758,0.01
10307931,0.04
11094366,0.04
14475664,0.05
2705763,0.01
10045798,0.01
115784,0.01
13977964,0.05
14764399,0.02
10570099,0.01
346485,0.01
13715832,0.04
14502266,0.01
608641,0.04
12405132,0.01
12405133,0.02
3230097,0.01
10570133,0.01
3754391,0.05
12929432,0.01
15288733,0.01
14240165,0.02
1657261,0.01
13191600,0.05
10570164,0.01
10570165,0.02
3116105,0.04
5589433,0.02
4278714,0.04
13715899,0.04
346556,0.01
10325066,0.01
11094466,0.02
12667331,0.11
13453765,0.01
5327302,0.01
4540874,0.02
10832332,0.01
11618765,0.02
12405198,0.01
12405200,0.01
14764498,0.02
12929499,0.02
10308064,0.01
870884,0.02
15026664,0.02
2542963,0.02
10045932,0.02
4951122,0.02
6113780,0.02
11356665,0.01
12143100,0.04
12929533,0.01
14502399,0.01
10308100,0.01
2705931,0.01
13191699,0.01
14764564,0.02
11356698,0.01
12929565,0.01
2460763,0.01
1849094,0.02
5300657,0.02
13453866,0.01
15026731,0.01
4016690,0.01
13978164,0.02
3492408,0.05
11356733,0.01
6376000,0.02
4803140,0.02
10308166,0.04
11094600,0.01
4077324,0.01
4278859,0.01
14240333,0.04
1133136,0.05
6540867,0.01
15436899,0.10
1919579,0.05
2181728,0.01
12929633,0.06
13716066,0.02
14502499,0.01
15288933,0.01
6638194,0.04
10832499,0.02
5851767,0.01
871032,0.04
6113913,0.01
10570365,0.02
4803198,0.02
12143233,0.02
13716098,0.07
13716099,0.02
4803206,0.01
6113928,0.02
14388332,0.02
7162507,0.04
12667533,0.01
3230352,0.04
3754643,0.01
10046100,0.02
11618966,0.04
11629900,0.05
14764699,0.01
10570399,0.02
6113954,0.02
11094698,0.04
6900396,0.15
12667565,0.02
12667566,0.01
3754674,0.01
10046131,0.01
10832564,0.01
14737865,0.01
1395390,0.02
10276900,0.01
4541120,0.01
11356866,0.01
12143299,0.04
125026,0.02
15289032,0.05
14126199,0.05
3754700,0.02
12667598,0.10
13454033,0.01
4016855,0.02
871128,0.01
3492569,0.01
6376154,0.01
13191900,0.01
13978333,0.01
2417104,0.01
2460795,0.02
4541156,0.01
13716198,0.01
14502633,0.02
11094764,0.04
4803312,0.01
609013,0.01
11619065,0.01
13191931,0.01
13864064,0.09
10570498,0.04
11356932,0.02
5685427,0.01
346890,0.01
15289099,0.01
10308364,0.02
7223085,0.02
11881232,0.04
12667665,0.01
13454098,0.01
2067587,0.01
4803348,0.02
14240533,0.01
2968342,0.02
3727833,0.04
10486400,0.02
10570532,0.01
11356966,0.07
3492647,0.01
14502698,0.01
5589804,0.02
13978433,0.01
1395522,0.01
11357000,0.02
12929866,0.01
276279,0.06
13716300,0.02
5065549,0.01
2417123,0.04
1395540,0.01
14240598,0.01
15027033,0.01
10046300,0.04
12990266,0.02
6638430,0.01
13192031,0.02
2968416,0.01
13192033,0.01
4541287,0.01
11357033,0.01
12929900,0.02
13716333,0.01
4017007,0.15
11094900,0.04
3754870,0.01
6900599,0.01
13454200,0.01
15027066,0.01
11619199,0.01
3754897,0.01
11094931,0.01
13681233,0.02
13454231,0.01
14240665,0.02
15027099,0.01
15027100,0.07
11619231,0.02
12405665,0.02
609192,0.02
2706351,0.01
15289264,0.07
12597064,0.01
11881399,0.01
609208,0.01
5327801,0.01
871354,0.05
14240699,0.01
10412533,0.01
10046400,0.01
11619265,0.01
12405699,0.01
13978566,0.02
1919947,0.05
12143565,0.02
14502866,0.01
3564277,0.01
14240733,0.01
10046431,0.01
12466000,0.01
10832866,0.02
12405731,0.04
13192164,0.02
3492837,0.02
609259,0.01
11357164,0.02
14502900,0.06
2444277,0.04
1919990,0.02
347129,0.02
2968571,0.02
13454332,0.02
13454333,0.01
11619332,0.05
11619333,0.01
1905761,0.05
5327880,0.02
11357198,0.15
12143632,0.01
2635608,0.06
14502931,0.01
15289365,0.01
1920022,0.01
11898031,0.01
5327900,0.02
13454365,0.02
13454366,0.07
15027232,0.01
4803620,0.05
11619365,0.01
6114342,0.02
12405800,0.06
13978665,0.01
85039,0.01
14301000,0.02
12143666,0.02
14502966,0.06
609337,0.01
10308666,0.04
11881532,0.16
1395777,0.04
5590083,0.02
11619399,0.04
609352,0.01
13978699,0.01
5302366,0.05
2286093,0.01
6376529,0.05
12143698,0.04
12930131,0.05
14502999,0.05
7162968,0.04
10308698,0.01
11095131,0.02
12667999,0.01
13820432,0.01
14240866,0.04
2968675,0.02
15027300,0.02
10046565,0.01
13192299,0.02
12143731,0.01
871540,0.02
6174569,0.01
14503032,0.04
15289465,0.04
6376571,0.01
4279422,0.05
14240899,0.02
15027332,0.01
10833032,0.01
871564,0.01
3230867,0.01
1395861,0.02
6638742,0.02
12771865,0.01
13558298,0.09
11881632,0.05
5693979,0.02
609445,0.02
10046631,0.01
5590184,0.01
2706603,0.02
13978800,0.04
10570931,0.01
10570932,0.04
4017336,0.01
10762100,0.07
15289532,0.02
11881664,0.04
11095233,0.02
12668098,0.05
12668100,0.07
1920197,0.01
10936865,0.02
10046665,0.02
1975600,0.04
13192400,0.02
10570965,0.04
3755223,0.01
1133784,0.02
14503132,0.02
6376670,0.01
10308832,0.01
10308833,0.02
12668131,0.04
4017381,0.02
14241000,0.01
15027433,0.02
10833131,0.01
11619564,0.01
11619565,0.02
13192431,0.02
5852404,0.02
4017398,0.01
12143866,0.02
7163134,0.01
11881732,0.02
1920261,0.01
12668166,0.09
15349633,0.02
14241033,0.02
6114570,0.01
10046733,0.01
11619600,0.02
4645422,0.01
3493143,0.01
4017432,0.01
13716765,0.01
6114592,0.01
10308899,0.01
11881766,0.02
13454632,0.01
10046764,0.05
13192499,0.01
6376763,0.05
12930364,0.01
12930366,0.02
14503233,0.01
15289666,0.01
11881799,0.01
5590344,0.01
13454666,0.02
13689399,0.01
14241100,0.02
85326,0.01
85328,0.01
11619666,0.01
13192532,0.01
13192533,0.05
1920346,0.04
3231073,0.01
4541797,0.01
10308966,0.02
12668265,0.05
871788,0.04
6638958,0.01
13192564,0.02
5300798,0.01
14765431,0.02
10870498,0.01
11357564,0.01
12143998,0.04
12143999,0.05
347520,0.02
12930433,0.21
14503298,0.07
11095431,0.05
11095432,0.01
1920393,0.09
15027599,0.01
5328272,0.05
14765465,0.04
14765466,0.01
85404,0.01
13907866,0.02
85407,0.02
11357600,0.01
12144033,0.02
12930466,0.12
15289766,0.02
15027632,0.01
13296200,0.04
10833331,0.02
14765498,0.01
4017595,0.02
2969021,0.02
10571198,0.15
12144064,0.01
12930498,0.02
13716932,0.05
15289799,0.02
11095499,0.02
2444752,0.01
1396178,0.01
14432164,0.01
13979098,0.01
13979099,0.01
5852641,0.01
14126331,0.02
13716964,0.01
11095531,0.02
1189996,0.06
3231221,0.02
3876238,0.01
12406265,0.01
13979131,0.01
14405764,0.01
12144132,0.20
13716999,0.07
13717000,0.05
14503433,0.11
11881999,0.02
13454865,0.02
14241300,0.01
871959,0.01
13192731,0.01
13979165,0.02
14765598,0.01
13323364,0.02
11357733,0.02
14503464,0.01
10309164,0.02
15027766,0.01
7163447,0.01
5590588,0.15
13979198,0.07
11357765,0.01
11357766,0.06
14503500,0.02
872013,0.01
11882065,0.10
4279892,0.01
14241365,0.01
15027798,0.16
347736,0.02
872025,0.05
5170442,0.07
5852764,0.02
13979231,0.02
13979233,0.02
3493475,0.01
7163495,0.02
3422140,0.01
14503531,0.01
14503533,0.02
15174931,0.07
13454965,0.05
10805865,0.01
10047098,0.05
10047100,0.01
12406400,0.01
6901377,0.01
14765700,0.04
12144264,0.05
12144265,0.02
12930698,0.04
12930699,0.01
12930700,0.01
4542096,0.04
10980632,0.12
14241432,0.02
13192864,0.02
13979298,0.05
5590691,0.02
1396389,0.01
2182823,0.01
347816,0.02
1396393,0.02
14503599,0.06
15290033,0.02
2182834,0.01
13455031,0.01
6901432,0.04
14241465,0.02
10047165,0.05
13820533,0.02
12406466,0.01
13979332,0.01
13979333,0.01
1920714,0.02
12144331,0.06
1396429,0.05
13717199,0.05
3231440,0.01
347857,0.04
15290066,0.01
3231443,0.01
12668631,0.01
14241500,0.12
14475898,0.02
10833631,0.01
85728,0.05
10106832,0.04
13979364,0.01
13979366,0.01
1134311,0.01
1396456,0.02
13077799,0.02
1396465,0.02
13455099,0.01
14241533,0.05
1134334,0.04
6115071,0.01
11620098,0.02
13192964,0.01
10826866,0.01
13979398,0.01
14765832,0.02
11357964,0.01
10571533,0.02
11357966,0.01
12930833,0.01
10309399,0.01
11095832,0.02
11882265,0.01
15028000,0.02
10833699,0.16
10833700,0.02
2941574,0.02
5066536,0.01
5852974,0.02
4280111,0.01
11358000,0.02
2182968,0.04
12668731,0.02
13455164,0.02
12668733,0.02
15028031,0.01
2445122,0.06
11620166,0.01
276449,0.02
610121,0.02
13979466,0.07
11358033,0.02
13717331,0.01
12930900,0.02
14503765,0.05
2445145,0.01
11095898,0.02
11095899,0.01
14257466,0.05
15028064,0.01
10833764,0.01
13193066,0.01
12930933,0.02
4018040,0.02
12668798,0.01
14241665,0.01
3160043,0.01
6377348,0.04
10047365,0.02
13193099,0.01
13193100,0.07
11358098,0.04
12930966,0.01
13717400,0.02
15290266,0.01
10565000,0.02
10412699,0.05
15028132,0.01
10047399,0.02
10833832,0.01
6115254,0.01
12931000,0.01
348101,0.02
11068065,0.07
3493833,0.04
1920973,0.01
3815416,0.01
11358164,0.06
12144599,0.01
12931032,0.01
12931033,0.01
14503899,0.02
6115292,0.02
6377438,0.01
5591009,0.01
14241765,0.02
10047466,0.01
11620333,0.10
13193198,0.02
13193199,0.02
4907688,0.01
348155,0.04
14503932,0.01
14503933,0.02
4804609,0.02
11882499,0.02
12668933,0.01
12406800,0.02
5591060,0.02
10194265,0.01
10571800,0.05
6115361,0.01
6115364,0.06
12668965,0.01
13455398,0.02
5066792,0.01
6377514,0.01
10047532,0.04
12406833,0.04
7163955,0.01
3640670,0.02
10571831,0.01
5853240,0.01
1412447,0.02
12931133,0.04
14503998,0.01
86080,0.02
11096133,0.02
12668998,0.01
12669000,0.02
14241865,0.01
2183244,0.01
4804685,0.01
10047566,0.01
3231824,0.01
12406866,0.02
14766164,0.01
2707541,0.07
6377562,0.04
13717598,0.04
13717599,0.01
6901856,0.01
1396833,0.10
5591139,0.01
11096164,0.02
6115430,0.01
5591144,0.01
1134698,0.02
4280430,0.05
2445423,0.02
10047600,0.02
5329010,0.01
12406900,0.02
15262398,0.02
6524265,0.01
12144765,0.01
14504065,0.01
15290498,0.01
13455499,0.01
15028366,0.04
3756178,0.01
12406932,0.02
10571931,0.02
872610,0.01
2445477,0.04
5591211,0.01
4018348,0.04
15028400,0.01
1134771,0.01
610487,0.01
14766265,0.02
14766266,0.01
10571965,0.04
12931264,0.05
6115525,0.01
3494086,0.02
12669131,0.01
12669132,0.04
4018381,0.01
10047699,0.02
5300942,0.01
12378831,0.10
12684666,0.02
6377695,0.01
86241,0.02
14504164,0.02
5591269,0.05
13165265,0.02
11882731,0.01
11096300,0.05
13455599,0.01
2707699,0.01
10047732,0.02
11620598,0.01
12407032,0.02
10572032,0.01
11358466,0.02
12144899,0.01
12144900,0.02
13034198,0.02
15290631,0.01
15290632,0.05
2707721,0.02
10849666,0.01
7164178,0.01
10047764,0.02
11620631,0.01
13193499,0.01
5591327,0.04
11358498,0.06
4280613,0.06
12931366,0.01
14504233,0.02
15290666,0.02
5329197,0.05
4280622,0.02
13455665,0.01
15028532,0.05
5067065,0.01
844511,0.04
13979966,0.01
14766399,0.01
12931398,0.01
3232072,0.01
10309964,0.04
10309965,0.05
2707790,0.01
12669265,0.02
10047831,0.04
13193564,0.01
14039098,0.01
13193566,0.01
14766432,0.01
14766433,0.01
2183525,0.02
15290732,0.01
15290733,0.01
14242165,0.01
7164278,0.05
10937065,0.01
5591421,0.01
14766465,0.01
10572164,0.02
1659270,0.01
11358599,0.02
12931464,0.02
13296364,0.01
15290764,0.01
10310031,0.01
11882898,0.02
348563,0.01
11882900,0.01
10834332,0.05
11620766,0.01
872865,0.04
6115746,0.01
12684699,0.01
11592433,0.02
12684700,0.02
12931499,0.02
15290798,0.02
7048605,0.01
10310064,0.02
11096498,0.07
11096500,0.02
6640053,0.02
13455798,0.02
669769,0.05
4280762,0.06
10047933,0.02
348610,0.01
11358664,0.05
14504399,0.02
10310100,0.01
6115797,0.01
12669398,0.01
86488,0.01
14242266,0.02
15028699,0.04
13524164,0.02
13980133,0.04
11358699,0.04
6902253,0.04
13718000,0.02
14504433,0.02
11096565,0.07
3494390,0.01
5329405,0.06
10047998,0.02
1921535,0.02
12407298,0.01
7164420,0.01
14766598,0.02
5853703,0.01
14766600,0.07
10572298,0.01
11358731,0.01
12145165,0.04
12931599,0.01
4018704,0.01
3029080,0.01
6378002,0.01
15290900,0.01
11096598,0.01
2445848,0.01
10048031,0.01
1659424,0.02
11620898,0.01
2445860,0.04
4805160,0.02
10572331,0.01
11358765,0.01
3232302,0.05
14039133,0.01
4543025,0.04
13718066,0.06
6378036,0.02
610874,0.01
610876,0.07
6217960,0.01
13121632,0.02
6115908,0.02
12407366,0.04
6568033,0.02
610893,0.02
2367877,0.01
13718099,0.01
4280921,0.02
15028831,0.01
4280931,0.01
10834532,0.02
2970215,0.02
13980264,0.02
11898300,0.01
1135211,0.01
4280941,0.01
348785,0.04
5067381,0.01
14504566,0.01
11096698,0.01
11096699,0.01
11883132,0.01
12669565,0.01
10048133,0.01
7164550,0.02
12407431,0.01
12407433,0.02
13193866,0.01
14766733,0.01
11358865,0.01
12145299,0.16
1135254,0.01
15291032,0.01
2708122,0.01
10310299,0.10
6378145,0.01
15028899,0.01
15028900,0.01
13193898,0.01
14766765,0.04
5329587,0.02
1397430,0.01
15291064,0.01
873145,0.01
611007,0.04
14242500,0.06
4383521,0.01
4018895,0.02
7164626,0.01
12931798,0.02
12931799,0.06
2446040,0.02
10310366,0.01
11096799,0.01
11883232,0.04
10587600,0.02
15028965,0.01
10834664,0.01
2708201,0.01
2970346,0.01
13193965,0.05
14039165,0.05
11068200,0.01
613922,0.01
10572533,0.01
10456532,0.01
14504700,0.01
1397505,0.01
13456132,0.04
2183945,0.02
11621131,0.04
6116113,0.01
86803,0.01
10572564,0.01
10572565,0.01
13718298,0.04
12669731,0.01
11883300,0.05
11647431,0.02
6116138,0.02
10834732,0.04
2183984,0.01
14766898,0.02
4543289,0.01
11883331,0.05
6378308,0.02
11767265,0.02
15029066,0.01
10834764,0.01
12407633,0.02
1135442,0.01
14766931,0.02
13980500,0.01
10572631,0.05
4820452,0.01
12145500,0.02
13718365,0.02
5591903,0.01
15291232,0.02
4543329,0.07
10310499,0.04
5329765,0.04
12669800,0.04
13034300,0.02
14242666,0.01
10543933,0.01
3232625,0.01
5591926,0.01
11024532,0.01
10572666,0.01
5659312,0.01
12145533,0.01
11024533,0.06
14504832,0.04
2970498,0.01
3232647,0.01
5854091,0.04
12197364,0.02
11621266,0.12
5956419,0.02
13980564,0.04
13194133,0.01
14501831,0.01
86939,0.02
6706798,0.06
12931999,0.02
4288854,0.04
11096998,0.02
5591975,0.06
12669866,0.01
14242732,0.04
10048433,0.01
10834866,0.10
13980598,0.01
14767031,0.01
10163499,0.02
12932031,0.01
11548832,0.01
3232707,0.01
3232710,0.01
11883466,0.02
5854156,0.05
15029200,0.02
10834898,0.02
12407764,0.01
12407765,0.04
12407766,0.02
349143,0.04
11359198,0.11
12932065,0.05
5854178,0.01
6655483,0.01
15291364,0.02
6378470,0.01
2199036,0.02
11883499,0.02
13456365,0.07
3757038,0.05
14242799,0.01
10048500,0.05
11621365,0.01
11621366,0.02
7125795,0.02
10572798,0.01
1397762,0.01
13718531,0.05
2970629,0.01
15291398,0.01
11097100,0.04
11254632,0.01
4281364,0.01
6378518,0.01
13951833,0.04
349209,0.05
3232794,0.02
1135647,0.02
12247899,0.02
349221,0.02
14504999,0.01
15291433,0.01
11097131,0.05
873521,0.01
14242866,0.02
10048564,0.09
12407865,0.01
3757118,0.01
10572865,0.02
12145733,0.05
14505032,0.05
15291465,0.02
10310731,0.02
11097166,0.02
12670031,0.04
13456465,0.01
5592148,0.06
12145765,0.02
3495015,0.01
14505064,0.07
5592172,0.01
11097198,0.05
11097199,0.02
1135733,0.01
11621500,0.01
1135744,0.02
11359364,0.01
12145798,0.02
12932231,0.02
13718664,0.01
3757193,0.02
11325564,0.01
14505100,0.01
14242964,0.01
1135768,0.01
11621531,0.02
12407964,0.01
4019357,0.02
2708642,0.01
1281563,0.01
11723633,0.04
349353,0.01
13718698,0.01
13718699,0.01
10048698,0.09
6116539,0.02
4543677,0.02
11621566,0.02
12407999,0.01
11286731,0.01
6378693,0.04
5067978,0.01
13718731,0.01
12932300,0.04
611533,0.02
5854415,0.06
6116561,0.01
12670166,0.01
13951865,0.02
1135833,0.06
10835164,0.02
1600320,0.01
13718765,0.02
473692,0.01
15291633,0.04
10310898,0.05
10310899,0.04
11883765,0.01
13456632,0.01
13514964,0.01
15029498,0.01
4805886,0.01
13514965,0.07
2723371,0.01
13980932,0.02
10573064,0.02
10573065,0.02
10573066,0.02
12932365,0.01
14505231,0.01
2184469,0.04
12670231,0.11
1135896,0.01
5592346,0.02
15029531,0.01
1398047,0.02
12291632,0.02
13980964,0.01
13194533,0.06
14767399,0.01
14767400,0.01
10573099,0.02
5854509,0.01
14505264,0.06
2970934,0.07
11883831,0.05
11883832,0.01
12160564,0.02
5854524,0.02
15029565,0.01
10835264,0.04
11621698,0.02
4805955,0.02
13194565,0.01
1922374,0.01
6116686,0.01
12145999,0.02
12146000,0.02
3319945,0.01
11883865,0.07
13456731,0.09
1019450,0.01
14243166,0.02
12408164,0.07
611685,0.04
11359599,0.05
12146032,0.05
12932465,0.02
873846,0.01
13456766,0.01
1922432,0.01
10048899,0.12
6903172,0.01
1922439,0.02
13981064,0.01
14767498,0.02
6116748,0.01
5330318,0.02
11359631,0.01
5854608,0.04
12932499,0.02
4806036,0.01
14505366,0.01
6087577,0.01
2446747,0.01
12670364,0.01
11883933,0.01
6903198,0.01
13456799,0.04
6903200,0.05
2679707,0.01
1660325,0.01
11621800,0.01
2971055,0.04
12146098,0.04
12502233,0.02
14505399,0.04
15291832,0.01
11097531,0.01
11097533,0.01
12670399,0.04
15029699,0.02
10048964,0.04
6378949,0.01
1936973,0.01
10573264,0.01
3495377,0.01
13718998,0.12
13718999,0.02
6641114,0.02
10311131,0.05
11883999,0.05
12670432,0.02
2184677,0.10
5947391,0.01
11621864,0.02
10835433,0.02
12408298,0.07
11985831,0.02
13194733,0.01
6378992,0.01
5854708,0.01
12932600,0.06
15291900,0.01
2708991,0.01
13456898,0.02
13456899,0.02
15029764,0.02
14243333,0.05
1398279,0.06
14345132,0.01
12408332,0.04
13981199,0.02
14767633,0.01
2709010,0.01
11359764,0.02
11359766,0.12
13719064,0.01
12932633,0.01
1136154,0.04
7165470,0.09
874018,0.02
5592615,0.01
4019758,0.01
13194799,0.01
14767664,0.02
15326933,0.01
1398328,0.02
15291966,0.01
13602400,0.01
12670532,0.02
10806198,0.02
14243400,0.01
13777164,0.04
10049099,0.01
11621964,0.04
10835533,0.02
2184784,0.02
4019793,0.02
867093,0.01
2446934,0.02
12684900,0.02
13719131,0.01
13719132,0.06
13719133,0.04
3757662,0.04
276752,0.01
11097698,0.04
11097700,0.01
6379110,0.01
1660519,0.01
5068393,0.01
5330539,0.01
10049132,0.01
10049133,0.01
5854831,0.01
6907590,0.01
13194865,0.02
4544120,0.02
12932732,0.01
3757693,0.01
14505600,0.01
11097732,0.01
12670600,0.01
15029899,0.02
3757708,0.02
10835598,0.01
13194898,0.01
3247726,0.01
13719198,0.09
12903365,0.07
2373915,0.04
11884199,0.01
12670633,0.01
2447019,0.02
14243500,0.04
12408500,0.04
11359931,0.01
1660605,0.01
6903486,0.01
4544191,0.01
14505664,0.02
14505665,0.01
10311366,0.01
11097799,0.02
5068488,0.01
12670666,0.01
7165645,0.07
1136336,0.01
4282066,0.01
13194964,0.04
12408533,0.02
14767832,0.01
11548965,0.01
11854800,0.01
13719266,0.02
10311398,0.01
4019943,0.01
5592808,0.04
5344893,0.01
6641393,0.01
12408564,0.05
12408566,0.02
13981432,0.04
10115731,0.01
11918064,0.01
11723733,0.01
12146432,0.04
4544258,0.01
1530506,0.01
11097866,0.09
1398539,0.04
87822,0.01
15030033,0.09
12408599,0.02
14767898,0.02
11360031,0.01
14505764,0.01
1660709,0.01
15292200,0.07
12670765,0.01
12670766,0.01
15030064,0.01
15030065,0.02
15030066,0.04
87860,0.05
6903605,0.01
6379319,0.09
12408633,0.01
14767932,0.01
4806461,0.04
2971455,0.02
3757888,0.01
10573633,0.04
10311499,0.01
4383714,0.01
6568248,0.01
10049366,0.02
11622233,0.02
4806493,0.02
5388745,0.04
11360100,0.01
14505831,0.01
5592936,0.07
15292266,0.01
10311533,0.01
11097966,0.01
12670832,0.05
12670833,0.02
15030131,0.01
4282231,0.01
6903673,0.02
13195131,0.01
612220,0.01
13195133,0.07
229883,0.02
10573699,0.05
10573700,0.01
874379,0.01
12398166,0.01
6480877,0.04
15030165,0.01
10049432,0.01
10049433,0.02
2709403,0.02
3233693,0.01
14768032,0.01
10573733,0.02
6641574,0.02
2447272,0.01
3233707,0.01
6961480,0.01
15030198,0.02
3233719,0.02
15030200,0.01
3758015,0.01
13195200,0.02
14768065,0.02
350151,0.02
11360200,0.01
12933066,0.01
11098065,0.01
11884499,0.15
10019833,0.01
14243800,0.01
11184832,0.06
10835933,0.02
11622366,0.01
13195232,0.02
874465,0.01
14089166,0.02
5068776,0.02
11360233,0.02
12933099,0.01
13719532,0.04
5330925,0.02
11767464,0.02
11098100,0.02
1398774,0.01
13457399,0.02
10102432,0.01
4806653,0.02
13087764,0.01
12408833,0.01
6568278,0.02
11461633,0.05
11360265,0.15
6641674,0.02
4282381,0.01
4544534,0.01
14243866,0.04
2971681,0.01
13195298,0.01
