uid,get_then_use_coupon
970843,0.15
10019364,1.40
4252197,0.15
6611495,1.40
14296498,0.32
4514350,0.15
3990065,0.70
11330098,0.40
12116531,0.30
14475831,0.50
15262264,0.80
14475833,0.15
844347,0.15
14777098,0.15
11854398,0.15
6087232,0.15
14213699,0.15
844357,0.70
5825097,0.70
13165131,0.15
14738000,0.15
5825106,0.15
12116564,2.10
13689433,0.70
11854431,0.70
11854433,0.15
13427300,0.80
10019433,0.25
7135854,1.20
14738033,7.00
3203699,1.40
6611576,0.15
13689466,0.15
11068033,0.15
11854466,0.12
3203718,0.15
10019465,0.15
10805900,0.15
1106578,0.40
11330200,0.30
1106585,0.15
12903066,1.60
13689499,0.15
15262366,0.14
10281632,0.70
14078064,0.15
2941602,0.70
12640931,0.80
7135908,1.40
1368742,0.15
2679471,0.80
13951665,2.62
14738098,0.30
14738100,0.12
11330233,0.17
14475966,0.15
3203776,0.70
11068099,0.15
14213832,0.15
12854732,0.60
4252362,0.15
10019533,0.60
11592398,0.15
11592399,0.15
13165264,0.40
12378833,0.70
13951699,0.25
11330265,0.15
13689565,0.15
1368799,2.80
14476000,0.15
11068132,0.70
6611685,0.80
13427433,1.00
10019564,0.15
10019566,0.15
12378865,1.60
10233299,0.15
14738165,0.25
1106680,0.15
533972,0.80
10543866,0.70
12116732,0.15
3373866,0.25
15262466,0.80
1106693,0.15
6349574,0.50
5100946,0.60
12641033,0.15
1626243,0.15
5514713,0.15
7136035,1.40
5563172,0.70
320296,0.15
11854633,0.43
10019632,1.40
10806066,0.50
6781747,0.25
13165364,0.15
13951798,0.70
10543932,0.25
3728189,0.60
7316873,0.15
3990339,0.30
10281799,0.15
10281800,0.30
13427533,0.15
1368914,0.15
12378965,0.25
12378966,0.15
4252505,0.15
14738266,0.15
12116832,2.10
11107131,0.40
4776804,0.15
2941800,1.40
3990377,0.15
10450600,0.15
12985832,0.15
3728249,0.90
5825402,0.15
6912832,4.20
12903300,0.20
2417543,0.70
11854733,1.40
12641166,0.14
6087567,0.20
10806165,2.80
13165465,0.15
13951899,1.40
13951900,0.15
2417568,0.70
11330465,0.40
2155427,0.22
12116900,0.15
14476198,0.15
14476199,0.60
2155439,0.15
15000500,0.70
10019766,0.15
2941883,3.20
14738365,0.15
12116931,0.15
2941893,0.15
12641232,0.50
15000532,0.70
10019800,0.15
2941914,0.10
14738399,0.15
3135668,0.15
844773,0.26
12116966,0.18
13859665,0.15
10281965,0.80
359251,0.60
13427700,0.40
6738089,0.71
11369300,2.00
4514813,0.40
1106943,0.12
3204098,0.15
12116999,0.15
12117000,0.12
13689865,0.15
14476298,0.70
11068433,0.41
13427732,0.20
14214166,0.70
15000599,0.15
10019864,0.15
10806300,0.40
5339994,0.15
13165599,0.30
11330599,0.60
3204137,1.40
12199431,1.33
3728431,1.17
5864286,0.15
14214198,0.70
15000632,0.15
10019898,0.15
5301307,0.70
10019900,0.15
4252733,0.15
12379198,0.15
13165633,0.70
1233078,0.70
1354947,0.15
11330631,0.30
3466319,0.40
11068498,0.15
10976099,0.50
11854932,1.40
4990478,3.50
1107032,0.15
271887,0.40
4252764,0.33
6874206,0.15
13165664,0.15
5563489,0.70
13952099,0.12
14738532,0.40
2417768,0.17
11330665,0.30
4252778,2.10
12903532,0.15
211444,0.70
844912,0.15
11854966,0.15
7262399,0.71
10019965,5.60
12009064,1.40
12379266,0.70
13952131,0.15
14738566,1.20
10544264,0.80
11330698,0.15
12903565,0.30
5825678,0.15
2805956,0.70
5301402,0.15
6087847,1.40
2942121,2.80
11330731,1.20
12903598,0.30
4252848,0.15
10582899,0.40
2155700,0.40
1631415,0.15
582841,0.14
14111665,0.15
1893568,0.38
10806466,0.40
4859426,0.40
11330766,0.14
13690066,2.80
15262932,0.36
2680025,0.40
13427932,0.25
320739,3.50
11592932,1.40
10932433,0.15
14738665,2.10
1631466,0.15
11330798,0.60
1107186,0.30
14476531,1.20
14476532,0.80
14689833,0.70
10282233,1.40
10806531,0.67
4515080,0.15
4252938,0.43
320780,0.25
3466512,0.15
6612243,0.15
10282265,0.70
6874394,0.15
11068700,1.40
1107229,0.15
11637764,0.21
13427999,0.15
15000865,0.15
10806564,0.15
13952298,0.10
14738731,0.56
1233117,0.30
11330864,0.15
10544433,0.15
12117300,0.15
14476598,0.15
14476599,0.60
12641599,1.20
14214465,1.40
10020165,0.15
2155848,0.15
2155849,0.15
13952332,0.15
6350159,0.40
10544464,0.70
10544466,0.58
12117331,0.70
11330900,0.15
3728726,0.17
1631576,0.15
1369433,0.30
10282331,2.10
11068765,0.60
6874465,0.15
14352498,2.00
10020199,0.15
13165931,0.15
6874478,0.15
2418031,0.60
1107313,0.15
11330933,0.15
12903800,0.15
5864340,0.15
15263099,0.15
10282364,0.40
11068798,0.70
2418047,0.15
583041,1.40
15000966,0.70
10806666,0.27
13952399,4.90
13952400,0.15
14738833,1.40
10757699,0.15
11330966,0.15
12117400,0.15
5039518,0.15
13428132,7.00
6350245,0.30
5301670,0.70
2543857,0.70
10806699,0.11
10806700,0.60
2155950,0.30
2680239,0.40
13811300,0.20
6088120,0.40
5563833,0.20
14476731,0.15
14476733,0.15
6612415,0.60
10282432,0.20
11855298,0.15
12641731,0.25
6612420,0.15
2942409,0.17
13952464,0.80
3592440,0.70
13952466,0.15
2680277,0.70
11331033,0.15
12903899,0.15
10282465,0.15
5733286,0.20
11593199,0.70
12379632,0.80
5563889,0.15
2156020,0.25
752553,3.50
1107449,0.15
321021,0.70
15263231,0.15
845315,0.20
15214166,1.40
583180,0.15
5563920,0.15
12379665,0.80
13952531,0.15
6088215,0.15
845338,0.15
6874651,0.83
5039653,0.10
11855398,0.41
11855400,0.15
5252700,0.25
10020399,0.60
3111859,0.15
583220,0.40
7136822,0.15
3728954,0.90
6301280,0.07
15263299,0.15
1107525,0.15
3466823,0.40
15001166,0.30
4247821,0.70
12942264,0.25
11593298,0.33
11593299,0.15
3204692,0.15
1893974,0.15
13952599,0.80
6874714,0.50
3204699,0.15
11331164,0.15
10544733,0.40
4777567,0.15
13690466,0.15
3728995,0.50
5301866,0.80
12641899,0.33
14214766,0.40
5252712,1.60
321139,1.40
11593332,0.09
11593333,0.33
13952633,0.30
12117631,0.15
11331200,0.15
3204737,0.20
13690498,0.15
3204739,2.10
5826183,0.15
1369738,0.80
14214799,0.70
12379798,0.20
5564055,0.40
13952664,0.17
11331233,0.15
12904098,0.40
2680483,0.14
6350500,0.15
3729061,0.40
5826214,0.15
10282665,0.80
3466925,3.50
6874798,0.30
15001266,0.15
6874804,0.33
10020533,1.25
13952698,0.70
5034271,0.15
10894165,0.70
845503,0.25
11331264,0.15
12904133,0.20
321225,0.40
11069131,0.15
11855564,0.15
4777680,0.15
14214865,0.80
10539299,0.33
2942676,0.70
5340110,0.15
12379864,0.15
4253405,0.15
3204831,0.30
1894112,0.08
11331300,0.15
1894117,0.15
10921998,0.40
6612717,0.70
11855600,0.15
7137011,0.23
13427233,0.15
10807031,0.17
2680568,0.15
13952764,0.15
13166333,0.15
14739199,0.15
10544898,0.30
10544900,0.15
12904198,0.12
13690631,0.33
6088461,0.40
11069198,0.70
6612752,0.70
5302037,0.70
10020631,0.15
7137052,0.70
7044058,0.40
13952799,0.33
14739233,0.80
3330354,0.25
4253487,0.15
12642099,0.15
15001398,0.15
12379964,0.15
12379965,0.70
12379966,0.15
14739264,0.15
3204932,0.30
11331400,0.40
12904265,0.75
14477131,2.10
13690700,0.90
845645,0.15
2418510,0.60
10282831,1.60
10282832,0.60
1107794,1.40
15001431,0.30
15001432,6.00
1632092,1.40
3991389,0.50
4253537,0.15
2934930,0.11
6825617,0.17
10545000,0.15
13160764,0.15
10189799,0.60
12904300,0.25
14477166,0.15
10282864,2.40
10282865,0.15
11855731,0.60
12642165,0.15
7316909,0.70
10807166,0.70
12380031,0.70
14733632,0.25
1369989,0.90
845703,0.15
10545032,0.15
2418571,0.25
1632140,0.15
12904333,0.75
10282898,0.15
11069331,7.00
10282900,0.15
11069333,0.60
12723866,0.20
10807198,2.10
11593631,0.15
11593632,0.30
11593633,0.70
12380066,12.60
3991465,0.30
2156459,0.15
15263664,0.15
10282931,2.40
10282933,0.50
11069366,0.15
13428665,0.15
11593664,0.32
10807233,0.70
12380098,0.15
12380100,0.40
13952965,0.70
14739399,0.30
3723596,0.70
10545098,0.10
10545099,0.80
12117966,1.43
14477266,0.30
2156500,0.15
12642264,0.15
13428698,0.23
14215131,0.60
15001566,0.15
10020831,0.15
11593698,0.15
11331564,0.21
1632237,1.40
7137262,2.80
3991535,0.20
12904433,0.15
10282998,0.15
13422932,0.08
12642300,0.60
6875139,1.50
11593732,2.10
12624500,0.07
13953031,0.70
13117100,0.30
583691,0.50
10545165,0.20
4253714,0.08
15263765,0.15
10283032,0.09
11069465,0.29
11069466,0.30
11855899,0.40
7137309,0.70
14215198,1.20
11593764,1.40
11593765,0.15
4990641,0.15
4253736,0.30
13953066,1.40
11331633,1.80
13690933,0.15
3205175,0.15
10283066,0.15
12642366,0.70
15001665,0.15
11593799,0.15
12380232,0.15
2943049,0.15
6613066,0.50
1632336,1.40
11331665,0.14
12118100,0.15
5302357,0.70
15263831,1.25
11069531,0.70
10283100,0.15
11855965,0.15
11855966,2.00
13428833,0.15
15001699,1.00
10948198,3.50
11331698,0.60
14477431,0.15
583806,0.25
11855999,0.17
4515968,0.15
12592832,0.60
14215298,0.25
10020999,0.10
11593865,0.30
11593866,1.40
13166731,1.00
12380300,0.60
1108111,0.15
10545300,0.15
3205270,0.15
6351001,1.40
15263898,0.40
10283165,0.70
11856031,0.15
1894562,0.70
14215331,0.20
15001765,2.10
10021032,0.30
11593898,0.70
1370285,0.15
14739633,1.25
12118198,0.15
11856064,0.20
12642498,0.20
10021066,0.70
11593932,0.15
12380366,0.40
10545365,0.15
2681046,0.15
5302488,0.17
12904666,1.40
3205339,0.30
14384165,0.15
846048,0.15
15001831,0.60
2281852,0.40
6088939,0.70
11593964,2.10
846066,0.15
1632500,2.10
6476158,0.15
13466665,0.15
12904698,0.15
13691132,0.15
4253954,0.15
15001864,0.25
15001866,0.80
10021132,1.40
10807566,0.40
1108239,0.15
13953300,0.70
14739733,0.27
10545433,0.15
13335599,0.15
11838566,0.25
15264031,0.15
2418980,0.40
11856166,0.15
12642599,0.15
4516136,0.70
10021165,0.15
5826873,0.80
10545466,0.15
3942111,0.30
3991868,0.70
15264065,1.40
11069766,0.13
11194764,0.70
1370442,0.15
2681163,0.15
6089037,0.29
12383231,1.20
10021200,0.15
10545498,0.15
7273280,0.15
15264098,3.20
584037,0.04
14215532,0.15
15001965,0.15
10021232,0.15
14739832,0.70
3467643,0.15
13691264,0.15
14477699,2.10
14477700,0.80
12330732,0.70
11856266,0.15
6351246,0.15
10021265,0.09
12380565,0.15
10932633,0.15
5826976,0.40
12904866,1.00
15264164,0.15
2156967,0.15
6089128,0.15
1632686,0.17
14215599,0.70
4516272,0.15
10021299,0.15
10021300,0.15
59829,0.40
13167031,0.30
13953464,0.15
14739900,0.25
10545600,1.25
15264199,0.15
2419144,0.30
11856331,0.70
11069900,0.70
11856333,0.15
4778447,0.15
10021331,0.25
2419156,0.15
11594198,0.15
12380632,0.15
13167065,0.80
5564890,0.15
2681307,0.70
14427899,0.20
1564492,0.22
12723964,0.14
59884,0.15
11856365,0.15
12642799,0.30
59891,0.70
4778484,0.20
12723966,0.60
10807798,1.40
11594232,0.40
13167100,0.40
5827071,0.70
10545666,0.40
846339,0.15
13691398,2.40
13691399,0.30
10283533,1.57
3467792,0.40
13429265,0.15
15002132,0.15
15002133,0.15
3205656,0.15
2681369,0.70
13167131,0.15
5302812,0.15
14739998,0.15
15264300,0.90
11069998,0.40
4254257,0.70
12642866,3.20
10021431,2.10
10807864,1.40
13167164,0.08
14740033,0.90
10545732,0.40
11332166,0.70
5040712,0.15
846413,0.15
11856465,0.15
6875733,0.20
15002199,0.15
3243108,1.60
12380764,0.14
3942160,1.40
11332198,1.40
11719100,2.00
1108589,0.15
322159,0.40
2943602,0.15
12642931,0.15
14215800,0.70
12199700,0.15
3205757,1.89
12380800,0.70
6089345,1.40
4778634,0.15
14477964,0.15
1888707,0.70
11856532,2.40
3730070,0.40
15002265,0.15
60060,0.15
10021533,2.10
11594400,1.17
11332266,0.15
13029831,0.33
12905132,0.15
14477998,0.15
3417885,1.40
11856564,0.40
11856565,0.15
13429431,0.60
14215865,0.70
5302971,0.15
1632958,0.15
4254401,0.70
12380866,0.15
4254405,0.50
12118731,0.15
14478031,0.80
15264464,0.15
2419409,0.75
10283733,0.20
3730138,0.40
14215899,0.40
10808031,2.10
10808032,0.70
12287099,1.40
13167333,0.15
14740199,0.15
13691631,0.17
14478064,0.60
10283764,0.60
846581,0.30
12643065,0.15
12643066,0.70
15002364,0.15
15002365,0.20
1895172,0.70
6351624,0.15
6351636,0.70
11070233,0.14
12643098,0.15
13429531,0.40
12643100,2.10
14215965,0.15
15002399,0.40
15002400,0.30
5827363,0.33
3205924,0.17
2079516,0.60
2893617,0.25
7138089,0.15
3992362,0.15
2419499,0.15
10545965,0.15
12118833,0.15
14478133,0.33
10015199,0.70
11856700,1.20
15002432,0.15
5303107,0.15
10021700,0.15
15170700,0.40
14740299,0.25
10546000,0.17
6351699,0.40
2893625,0.60
11856731,0.14
3205984,0.15
846693,1.20
3992427,0.15
10546033,0.04
12118898,0.15
6257811,0.15
1370996,2.80
14478198,0.15
14478200,1.00
1895290,0.30
10283900,0.80
11070333,0.67
6351742,0.15
4778879,1.20
13429632,0.40
14216065,0.70
15002499,0.11
10808198,0.15
2681736,0.15
5565325,0.12
6089616,0.15
11020099,0.60
12118932,0.15
2157464,0.70
15264665,0.15
2681755,0.15
4778908,0.90
3730334,0.15
12643233,0.15
14216100,0.09
10021798,0.20
10808232,0.40
12381099,0.33
14740399,0.15
12905398,0.50
3992503,0.15
13691832,0.30
10258632,0.70
322493,2.10
322496,0.15
1108930,0.70
14216131,0.14
5041093,0.80
14034764,0.15
15127031,0.29
11210098,0.14
5827534,0.15
14740431,0.15
584661,0.50
584662,0.15
13691865,0.15
4778972,0.40
5303262,0.90
3730403,1.40
4254694,2.80
3468264,0.40
5827569,0.17
1633270,0.40
846842,0.40
11856898,0.80
12643331,1.60
13429766,0.07
3730439,0.15
15002632,0.15
10021899,0.70
12381198,2.10
12381200,0.15
13954065,0.15
14806465,0.15
14740500,1.40
10546198,0.80
11332633,0.15
13691931,0.70
14478366,0.15
10284064,1.60
6351908,0.25
6614067,0.15
2419765,2.80
3992630,0.70
6913204,0.15
15264831,0.15
10284098,0.15
5303363,0.30
15002699,0.40
10021966,0.15
13965031,0.15
12381266,0.30
2419797,0.15
4516951,2.10
14296932,2.80
10546266,1.40
13692000,0.17
7262736,0.25
1633390,0.80
10808431,0.15
1371249,0.15
11594866,0.15
13954166,0.15
10546298,0.15
2157695,0.60
13692032,0.20
1539264,0.15
14478466,0.15
15264899,0.40
10284164,0.30
11857031,0.50
11070600,3.50
11857033,0.70
12643466,0.70
15002764,1.40
10022031,0.80
10277400,2.10
10808466,0.15
12381333,0.15
3730583,0.32
322714,0.15
11332765,0.15
12119198,0.60
12905631,0.50
12636699,0.70
15264932,0.15
2107249,0.80
11070632,1.00
11857066,0.29
15002798,2.10
4846635,0.15
11594932,0.15
6352055,0.70
10546364,0.15
11332799,0.70
12119233,0.80
6614210,0.33
5553688,0.89
3468491,3.00
14216400,0.15
10022098,0.15
10808533,1.20
3206359,0.15
14740698,0.15
14740699,2.10
12119266,0.17
13692131,0.15
3730660,1.40
13692133,0.10
2419943,0.30
1109224,0.27
10284266,2.10
11857131,0.15
11070700,0.15
6352109,2.80
6876400,0.70
10808565,0.30
1109238,0.50
3068457,0.30
13692164,0.15
584966,0.15
15265031,0.38
10284299,0.08
15164364,0.44
11857165,0.12
11707664,0.15
12643599,0.40
2682128,2.10
6614294,0.40
12418265,1.40
10555431,0.50
5041435,0.15
3730717,0.40
10546466,0.15
12119331,0.15
12905765,0.15
12112433,0.70
6876456,0.30
15265066,0.30
13430065,0.15
15002932,0.15
5827900,0.70
13167933,0.15
13954366,0.15
11332931,0.15
11332932,0.15
12905798,0.25
13692232,0.15
14165900,0.40
6352205,0.67
11070799,0.25
4517200,0.17
11857233,0.15
12643666,0.70
13430099,0.22
13430100,1.25
13954398,2.10
1895775,1.20
14740832,0.40
10546532,0.40
3243238,0.15
11070831,1.40
2944368,0.71
12643698,0.40
12643700,0.70
6614395,0.08
12811498,0.70
13168000,0.60
5689920,0.15
11413398,0.29
585094,0.15
6090119,0.20
11333000,0.15
13692299,0.15
13692300,1.40
5565839,0.15
12986264,1.00
60821,0.70
14216598,0.60
14216599,1.00
5041561,0.15
10022300,0.25
10808733,0.30
5303711,0.70
6876577,0.15
13954466,0.10
13466865,0.82
5303724,0.67
14478765,0.70
14216632,2.10
5041594,0.70
10808766,0.15
12381631,0.15
6876608,0.70
12855200,0.15
14740931,0.15
14740932,0.40
11333064,0.15
4255177,0.70
15214498,0.50
12243533,0.70
11857366,0.15
4255191,0.70
2944472,0.21
10233764,0.15
6476367,0.70
6614495,0.15
10808800,0.60
13168098,0.70
2420195,0.70
5828072,0.70
12938466,1.40
6876650,0.20
11857399,1.20
1109496,0.50
5828089,0.15
14216698,0.15
3286954,0.20
6090244,0.15
14741000,0.80
11333133,0.40
12906000,0.15
13554264,1.20
6352402,0.40
2682390,0.15
11070999,0.70
13430299,0.15
13430300,0.40
2682399,0.25
12381733,0.15
585255,1.80
13954600,0.30
15127132,0.40
5303856,0.15
15265331,0.15
13729033,6.75
11857464,1.40
585273,0.40
2420283,2.80
15003198,0.80
2682431,0.12
14439864,0.15
11595332,0.58
1109581,1.50
11333198,0.25
12811533,0.15
4728760,0.14
14478932,0.70
12643931,0.30
13430365,0.12
15003231,1.40
1371747,0.15
847460,0.15
13954665,0.15
4779626,1.40
11333231,0.15
5303923,0.15
3206773,0.20
10284665,0.15
6090368,0.25
6090370,0.15
13954699,1.40
323217,0.15
323219,0.30
12906133,1.60
10845465,0.40
11071131,0.14
11071133,0.60
13430431,0.70
14216866,0.70
1896106,0.15
6694855,0.15
13168300,0.36
323245,1.20
3468975,0.15
1180455,0.70
61107,0.25
12119732,1.75
12119733,0.15
13692598,0.15
10284731,0.25
10284732,0.15
10284733,0.75
5828292,0.40
15003333,1.00
10022598,1.20
10022600,0.15
585418,1.40
13954764,0.15
13954766,1.40
14741199,2.10
61136,2.10
12906199,0.15
12906200,0.15
2194724,0.15
6352602,0.60
11071199,0.30
12644064,0.15
4255457,0.70
14216932,1.50
10022631,2.80
14108166,0.15
6170578,1.40
1634030,0.30
14741231,0.15
61168,0.25
11333364,0.21
2158325,0.40
12119798,0.15
12906233,0.70
13692666,0.15
14479100,0.50
15265533,0.70
6614784,0.50
12025131,0.40
2420486,0.11
10146433,0.15
10022664,0.25
15301932,1.25
10809098,0.70
1371916,0.62
61197,0.30
12381966,0.17
12025133,0.40
11333399,0.70
13692699,1.80
11071265,0.15
12644131,0.30
11857700,0.15
15003431,0.15
10809131,0.40
10022700,0.75
13168432,0.20
4779832,0.15
12906298,0.15
12906300,0.40
13692733,0.15
13466933,0.15
10284864,0.04
11071298,0.30
15003464,0.15
490807,0.80
14741331,0.15
847700,0.50
6614869,0.15
10547032,0.40
12906332,0.90
4554042,0.15
5566306,0.70
11071332,0.80
2682725,0.15
2420584,0.40
15003499,0.70
6651197,0.70
13168499,2.80
13168500,0.15
10547066,0.15
2682750,1.40
14479232,0.80
1634182,0.70
12644232,2.10
12644233,0.15
14217099,0.15
14217100,0.80
15003533,0.15
10809232,0.40
3731353,0.15
5042078,0.15
4035316,0.15
10284965,2.10
11071399,0.07
11071400,0.15
12156231,0.15
7350258,0.15
5034653,0.70
10809266,0.25
5304253,0.15
3549173,2.25
12120000,1.40
12906433,1.40
3155959,0.15
14217165,0.17
15003599,1.40
10022864,1.40
7139284,0.11
2944989,0.15
4779999,2.10
6090720,0.70
12120033,1.60
13692899,0.70
14479332,4.90
14479333,0.70
6587300,0.80
13430765,0.70
971432,0.30
10022899,0.15
1896436,0.30
6877174,0.15
12382200,0.10
13955065,1.75
4780030,0.15
3993599,0.56
11333632,1.20
3731459,0.15
1110020,0.40
14479366,0.15
10285066,1.40
11857932,1.20
12644365,0.15
15003664,0.90
847890,0.80
6615059,0.80
10809365,0.33
11595799,0.15
5042200,0.15
13168666,0.40
10547231,0.15
1634337,0.40
11333666,0.15
1110052,0.90
14479400,0.15
847913,0.70
11071533,0.20
11857966,0.80
15003698,0.15
13816499,0.15
10022964,0.36
11595831,0.15
10809400,0.15
14741564,1.00
14741566,0.15
4780096,1.20
12906566,1.25
13692999,0.70
323656,0.15
11071565,0.60
7139407,0.90
14217298,0.15
61529,0.17
2420832,0.15
3207265,0.15
323684,0.15
11333733,0.15
15003766,0.15
10809465,0.70
11595898,0.70
1896571,0.10
12382333,1.40
14741632,0.60
4518019,0.15
3469446,0.15
12906631,0.15
6615177,0.15
4255883,3.20
11544600,0.10
12644498,1.25
5304468,0.29
14217365,0.15
10023064,0.60
10809499,0.40
11595932,0.11
1896605,0.15
13955233,0.70
403483,0.15
6345414,0.15
12120232,0.70
14479532,0.70
6615213,0.80
10285231,0.15
1372336,0.30
11894131,0.15
3993781,0.30
840393,0.15
6353085,0.15
61635,0.15
11333831,0.10
2945224,0.15
12120265,0.30
5148765,0.15
5828813,0.15
4719299,0.70
6615249,0.14
11071699,0.15
14217431,0.15
10023131,0.40
10809566,0.15
13168864,0.33
14741733,0.80
585965,1.80
6615279,0.70
6090996,0.15
14122366,0.15
12644599,0.25
13431033,0.15
10809598,0.15
3207426,0.15
13168899,0.30
13168900,0.30
11806764,0.15
3207437,0.15
14479632,0.70
7000792,0.15
11071764,0.30
4518167,0.15
13431064,0.29
12644633,3.60
14217498,4.20
15003933,0.30
10809631,0.11
10023200,0.15
13379632,0.20
12382499,0.70
14741798,0.40
10547498,0.15
11333933,2.10
13693232,0.80
323895,0.90
11858232,0.15
11675700,0.15
13431099,0.25
15003966,0.15
10809664,0.15
10809665,0.20
1634628,0.57
14034998,1.40
7139654,0.70
13955399,1.60
10547533,0.15
5828943,0.30
13693264,0.15
3207505,0.70
848210,0.15
2683220,0.80
15266133,2.80
6353239,0.15
12331066,0.40
10023265,0.20
10023266,0.60
14741865,1.14
586092,1.80
11333999,1.40
12906865,1.40
12868664,0.15
848248,0.15
11071865,0.40
11858299,0.13
4641514,0.15
13431166,0.30
2421119,0.15
15004032,0.15
15004033,0.60
7139716,0.80
1757932,0.15
14741898,0.15
1626861,0.15
14479766,0.30
10285465,0.08
11071899,0.15
12644764,3.00
11858333,0.15
14217632,0.70
15004065,0.15
15004066,0.33
2421155,0.60
13641798,0.70
10809766,0.14
12382631,3.50
13169064,0.40
14741931,0.75
4780463,1.20
12120500,0.15
12906933,2.10
1634749,0.15
12644798,8.40
4256192,0.90
15004098,0.15
3469764,0.12
10023365,0.15
10809798,0.15
665676,0.15
2683341,0.40
14741966,0.15
12906964,0.15
6353370,0.30
6170703,0.15
10285532,0.30
12644833,0.15
10023399,0.15
11596266,0.11
14952531,0.15
3469812,0.30
61942,1.40
14479864,0.15
6615545,0.40
14479866,0.15
15266299,1.60
586237,0.70
11858432,0.70
12644866,0.15
13431300,0.15
4518409,0.15
4780554,0.14
2421260,0.36
12992632,0.15
586255,0.15
2151171,0.15
3469845,1.20
12120598,0.15
2159127,0.92
6091290,0.15
2683419,0.70
1634846,1.00
11858465,1.20
13431332,1.40
4816305,0.15
3469864,0.33
10023465,2.80
11596333,0.15
3994167,0.25
7139896,0.40
2945595,0.15
15014265,2.10
14217798,0.15
15004233,1.40
3732045,0.20
12606800,0.75
13955666,0.38
11334231,0.15
12068964,0.75
14479964,0.11
1372768,0.40
11072100,0.40
11858533,0.27
10976700,0.15
5042795,0.40
2062120,0.25
3469937,0.15
5567091,0.40
5829237,0.30
10547831,0.15
10547832,0.15
12120700,0.20
13693565,0.15
10059200,2.10
586373,0.15
12644999,0.80
848521,0.29
15004299,0.80
1897103,0.40
11596432,0.15
2159249,0.15
14032098,2.00
2945687,0.29
10547865,0.17
3732123,0.15
12120733,0.15
1372834,0.90
1634981,0.20
11858599,0.40
13431464,0.50
16776,1.60
6615724,0.15
10023599,0.70
12382898,0.70
13955764,0.60
14448631,1.40
11334331,0.15
11334333,0.80
13693631,0.40
15266498,0.33
15266499,0.15
15266500,0.10
3732165,0.70
11858631,0.15
11858632,0.30
11858633,0.80
13169364,0.70
324314,0.15
324315,0.15
324317,2.10
5567198,0.20
14480099,0.60
13431531,0.70
2421485,0.15
6353650,0.90
12382964,0.15
14209833,0.30
13169400,0.80
11334399,2.10
5829377,0.15
1110788,1.40
10285831,0.29
1110795,0.40
13431566,0.50
15004431,0.15
7131994,0.15
13169431,0.15
1897244,0.15
13467098,0.15
3732255,1.40
14253531,0.90
14480164,0.33
14480165,0.30
10023732,0.12
12855433,0.70
12243764,1.14
3470139,0.20
14742333,0.80
14122464,0.25
15214731,0.15
12907332,0.15
15266633,0.15
11072331,1.20
11858765,0.80
14218065,0.15
5305172,0.70
10810200,0.15
2945884,0.40
14742365,0.40
14742366,0.40
14727966,1.60
13693800,1.40
12899132,0.17
10285931,0.30
12645231,0.30
12645233,0.70
5567346,0.15
14218099,0.70
7140213,0.25
3470198,0.15
11596666,0.80
1321109,0.40
10548099,0.10
12120964,0.15
13693831,0.30
13860332,0.15
4518797,0.70
12645264,0.80
62354,2.40
13431699,0.70
15433198,0.25
7011496,0.73
2159516,0.15
13955999,0.62
5829539,0.15
10548132,0.15
14467833,0.15
12636999,0.12
10285999,0.40
12645299,0.15
14218164,0.70
2421686,0.15
13244032,0.10
11596731,0.15
12383164,0.80
4780990,0.15
13956031,0.15
1897408,0.70
6353857,0.25
12907466,0.60
1452194,0.15
2159566,0.25
6607693,0.70
5829585,0.15
4256722,0.40
11858900,0.15
13431765,0.08
12986532,0.60
1897435,1.40
4256739,0.80
2946027,0.15
14480365,1.25
1635310,0.80
12855464,0.15
848883,0.15
62452,0.60
13431798,0.70
14218231,0.40
15004665,0.15
10810364,0.15
11596799,0.15
11763200,0.15
3418283,0.15
10737431,0.15
622081,0.15
12907533,0.50
14480400,0.36
11072533,0.15
7140374,0.80
12645399,1.20
10023964,0.30
11326298,0.30
11596831,0.15
14297264,0.15
586787,0.15
14742565,1.40
1635366,2.10
5305384,0.15
5034844,0.15
10548266,0.15
11334700,1.20
12121133,0.80
14480431,0.15
884232,0.15
7140405,0.15
3732536,1.00
13431865,0.25
5305402,0.17
14218300,0.15
5567557,0.15
10548298,0.33
15266898,1.40
10286164,0.21
62557,0.20
15004766,0.33
1670672,0.15
2946151,0.15
13956200,0.80
10548333,0.15
4781166,0.15
6354032,0.15
14480498,0.15
12025364,0.70
11859066,0.17
62587,0.10
12383364,0.14
13956231,1.80
1897613,0.29
10548366,0.15
11719533,0.25
62610,0.60
14480532,0.15
10286232,0.15
11413700,0.15
11859100,0.20
1373347,0.70
12851233,0.60
4781223,2.80
13169832,0.15
13467164,2.10
6616238,0.15
3208367,0.15
11334832,1.40
11334833,0.15
11859132,0.25
5829824,0.15
15004865,0.40
3208387,0.15
10810565,0.15
11763233,1.00
12907733,1.40
13694166,0.15
1889145,0.15
11597032,0.80
11597033,0.15
13169898,0.15
1373425,0.15
2946292,0.40
6354165,0.15
2946294,1.00
4257016,1.40
15267065,0.15
10286331,0.17
5471787,0.22
14218500,0.15
6616325,0.15
10810631,0.15
11597065,0.15
13956365,2.10
324878,0.70
3470607,0.15
3470611,0.15
12121366,0.15
13694233,0.15
4781344,0.15
13860400,0.70
587043,0.80
13432100,0.33
14340999,0.15
12383532,0.15
6782514,0.15
14742832,0.20
11334965,0.15
15127433,0.30
