mid,get_then_use_coupon
6487,0.04
6491,0.20
6494,0.20
6497,0.20
6502,0.11
6504,0.02
6511,0.01
6513,0.03
6515,0.03
6523,0.11
6524,0.05
6528,0.03
6529,0.12
6532,0.08
6533,0.02
6536,0.21
6537,0.13
6539,0.10
6540,0.02
6542,0.01
6546,0.08
6549,0.11
6561,0.07
6565,0.05
6566,0.07
6568,0.03
6570,0.14
6571,0.09
6572,0.07
6573,0.18
6575,0.04
6576,0.11
6577,0.02
6578,0.14
6582,0.07
6591,0.06
6594,0.07
6597,0.18
6604,0.05
6607,0.02
6611,0.24
6612,0.60
6614,0.08
6615,0.16
6619,0.16
6620,0.12
6622,0.20
6627,0.10
6630,0.17
6631,0.04
6632,0.20
6637,0.30
6638,0.09
6639,0.17
6644,0.13
6645,0.10
6646,0.13
6647,0.40
6649,0.90
6650,0.03
6662,0.09
6664,0.01
6666,0.08
6669,0.05
6671,0.30
6676,0.50
6680,0.07
6681,0.03
6683,0.12
6684,0.10
6693,0.59
6694,0.25
6713,0.54
6721,0.28
6723,0.29
6725,0.17
6735,0.12
6738,0.05
6740,0.15
6741,0.14
6742,0.30
6747,0.13
6749,0.02
6752,0.17
6755,0.17
6756,0.05
6760,0.06
6761,0.02
6762,0.01
6764,0.09
6767,0.80
6769,0.02
6771,0.40
6772,0.40
6775,0.06
6779,0.04
6781,0.25
6788,0.60
6792,0.03
6796,0.09
6797,0.14
6799,0.11
6802,0.06
6803,0.01
6805,0.01
6809,0.11
6810,0.07
6816,0.07
6817,0.15
6823,0.22
6825,0.03
6827,0.17
6828,0.13
6829,0.09
6832,0.14
6834,0.17
6835,0.12
6836,0.20
6840,0.25
6847,0.17
6848,0.20
6852,0.01
6853,0.75
6862,0.08
6864,0.25
6868,0.03
6879,0.05
6880,0.06
6885,0.07
6892,0.06
6895,0.09
6896,0.56
6901,0.02
6905,0.05
6907,0.03
6909,0.30
6913,0.30
6914,0.05
6917,0.40
6920,0.70
6923,0.25
6926,0.09
6935,0.27
6946,0.17
6952,0.11
6954,0.11
6955,0.19
6962,0.20
6963,0.06
6967,0.11
6971,0.07
6972,0.33
6974,0.33
6982,0.06
6984,0.20
6993,0.10
6997,0.03
6998,0.04
7001,0.27
7003,0.17
7005,0.20
7007,0.11
7008,0.08
7011,0.10
7012,0.40
7013,0.14
7016,0.28
7019,0.00
7020,0.33
7024,0.07
7029,0.09
7031,0.12
7036,0.20
7042,0.07
7043,0.11
7045,0.02
7047,0.12
7054,0.25
7056,0.25
7061,0.08
7070,0.33
7073,0.80
7078,0.13
7086,0.06
7087,0.17
7092,0.40
7094,0.22
7098,0.05
7099,0.06
7103,0.25
7111,0.40
7113,0.01
7119,0.08
7121,0.07
7126,0.04
7129,0.02
7132,0.01
7133,0.05
7136,0.05
7142,0.12
7147,0.09
7148,0.08
7161,0.08
7164,0.17
3925,0.40
7169,0.01
7170,0.26
7171,0.20
7175,0.20
7176,0.02
7181,0.04
7183,0.15
7187,0.11
7191,0.06
7195,0.02
7204,0.03
7206,0.33
7209,0.70
7212,0.10
7213,0.06
7214,0.29
7216,0.07
7221,0.06
7223,0.14
7226,0.23
7229,0.05
7231,0.26
7232,0.05
7233,0.13
7237,0.02
7241,0.19
7242,0.29
7243,0.01
7244,0.25
7245,0.02
7251,0.11
7253,0.08
7260,0.07
7261,0.11
7263,0.60
7268,0.17
7269,0.17
7274,0.02
7275,0.07
7279,0.28
7286,0.03
7289,0.14
7293,0.07
7294,0.03
7297,0.03
7299,0.40
7302,0.03
7304,0.25
7305,0.08
7307,0.02
7311,0.20
7314,0.01
7315,0.06
7317,0.05
7318,0.13
7319,0.03
7322,0.08
7324,0.05
7328,0.18
7334,0.07
7337,0.60
7339,0.05
7340,0.20
7346,0.21
7347,0.05
7349,0.07
7353,0.08
7354,0.02
7361,0.40
7362,0.07
7364,0.17
7368,0.10
7369,0.01
7373,0.28
7374,0.02
7378,0.17
7379,0.17
7383,0.33
7384,0.40
7386,0.27
7388,0.33
7397,0.12
7402,0.17
7403,0.02
7411,0.05
7414,0.08
7415,0.07
7417,0.05
7418,0.16
7421,0.26
7422,0.19
7427,0.12
7428,0.07
7432,0.06
7435,0.03
7438,0.07
7439,0.50
7441,0.04
7443,0.06
7445,0.10
7446,0.10
7448,0.04
7452,0.02
7460,0.05
7465,0.07
7470,0.03
7483,0.11
7487,0.01
7490,0.10
7491,0.11
7495,0.02
7499,0.36
7503,0.13
7515,0.14
7516,0.05
7521,0.25
7524,0.02
7530,0.12
7533,0.70
7539,0.03
7546,0.25
7553,0.14
7555,0.02
7557,0.80
7562,0.07
7564,0.02
7566,0.07
7571,0.05
7573,0.04
7578,0.12
7579,0.07
7580,0.03
7587,0.27
7588,0.09
7589,0.07
7592,0.18
7597,0.50
7598,0.01
7600,0.11
7601,0.19
7602,0.18
7604,0.11
7605,0.08
7611,0.08
7612,0.02
7613,0.04
7617,0.12
7618,0.25
7619,0.05
7623,0.17
7629,0.11
7632,0.25
7636,0.09
7644,0.02
7646,0.06
7648,0.06
7653,0.40
7656,0.17
7657,0.05
7662,0.08
7666,0.02
7667,0.01
7673,0.41
7678,0.08
7679,0.19
7698,0.09
7704,0.40
7706,0.00
7708,0.14
7711,0.17
7712,0.25
7714,0.20
7716,0.08
7717,0.02
7718,0.33
7719,0.08
7724,0.03
7733,0.07
7742,0.08
7745,0.17
7746,0.06
7747,0.10
7748,0.05
7754,0.38
7766,0.33
8715,0.20
7790,0.25
7795,0.14
7799,0.07
7801,0.02
7803,0.18
7805,0.02
7810,0.17
7811,0.07
7812,0.02
7821,0.14
7830,0.07
7836,0.20
7838,0.07
7842,0.20
7843,0.05
7849,0.35
7850,0.08
7852,0.03
1309,0.04
7867,0.40
7868,0.27
7871,0.12
7872,0.04
7876,0.14
7883,0.06
7884,0.02
7885,0.60
7886,0.23
7888,0.29
7889,0.08
7893,0.06
7895,0.25
7902,0.09
7903,0.23
7905,0.06
7908,0.06
7909,0.00
7910,0.22
7913,0.02
7916,0.44
7917,0.01
7921,0.04
7925,0.90
7926,0.07
7927,0.01
7930,0.08
7935,0.57
7939,0.04
7949,0.04
7953,0.25
7958,0.01
7960,0.08
7963,0.08
7964,0.12
7974,0.01
7975,0.33
7977,0.08
7981,0.30
7985,0.30
7987,0.03
7989,0.12
7993,0.05
7998,0.02
7999,0.07
8000,0.05
8004,0.06
8013,0.02
8014,0.14
8020,0.04
8022,0.06
8025,0.11
8031,0.60
8032,0.11
8033,0.10
8037,0.01
8041,0.10
8043,0.07
8045,0.08
8049,0.07
8050,0.01
8055,0.04
8057,0.09
8058,0.11
8060,0.20
8066,0.22
8069,0.04
8076,0.08
8077,0.00
8092,0.22
8096,0.30
8097,0.02
8098,0.04
8108,0.15
8109,0.14
8114,0.25
8117,0.06
8119,0.10
8122,0.29
8124,0.02
8126,0.24
8130,0.12
8131,0.02
8135,0.05
8143,0.18
8144,0.09
8146,0.05
8147,0.07
8149,0.11
8205,0.33
8157,0.30
8164,0.40
8177,0.09
8179,0.19
8181,0.03
8184,0.03
8188,0.07
2,0.00
3,0.00
8,0.00
11,0.00
12,0.00
14,0.00
21,0.00
23,0.00
24,0.00
28,0.00
32,0.00
34,0.00
39,0.00
40,0.00
43,0.00
44,0.00
53,0.00
56,0.00
60,0.00
63,0.00
69,0.00
70,0.00
71,0.00
72,0.00
73,0.00
77,0.00
81,0.00
83,0.00
84,0.00
88,0.00
102,0.00
106,0.00
108,0.00
109,0.00
112,0.00
114,0.00
120,0.00
127,0.00
130,0.00
131,0.00
134,0.00
137,0.00
138,0.00
139,0.00
142,0.00
148,0.00
149,0.00
151,0.00
152,0.00
155,0.00
159,0.00
162,0.00
163,0.00
166,0.00
169,0.00
172,0.00
178,0.00
185,0.00
189,0.00
190,0.00
193,0.00
196,0.00
197,0.00
201,0.00
205,0.00
206,0.00
211,0.00
215,0.00
219,0.00
225,0.00
226,0.00
227,0.00
229,0.00
230,0.00
233,0.00
234,0.00
235,0.00
239,0.00
240,0.00
242,0.00
245,0.00
248,0.00
250,0.00
251,0.00
253,0.00
255,0.00
256,0.00
258,0.00
263,0.00
268,0.00
269,0.00
271,0.00
272,0.00
274,0.00
275,0.00
276,0.00
278,0.00
284,0.00
285,0.00
290,0.00
291,0.00
295,0.00
296,0.00
297,0.00
298,0.00
299,0.00
305,0.00
306,0.00
308,0.00
311,0.00
313,0.00
318,0.00
321,0.00
323,0.00
325,0.00
326,0.00
327,0.00
337,0.00
339,0.00
341,0.00
344,0.00
345,0.00
358,0.00
361,0.00
368,0.00
370,0.00
371,0.00
372,0.00
373,0.00
377,0.00
385,0.00
387,0.00
396,0.00
400,0.00
403,0.00
406,0.00
408,0.00
409,0.00
412,0.00
417,0.00
420,0.00
421,0.00
426,0.00
427,0.00
428,0.00
430,0.00
432,0.00
435,0.00
436,0.00
437,0.00
438,0.00
440,0.00
443,0.00
447,0.00
453,0.00
454,0.00
457,0.00
458,0.00
461,0.00
462,0.00
471,0.00
480,0.00
484,0.00
486,0.00
487,0.00
488,0.00
489,0.00
494,0.00
495,0.00
497,0.00
500,0.00
502,0.00
504,0.00
505,0.00
506,0.00
510,0.00
514,0.00
515,0.00
516,0.00
518,0.00
521,0.00
524,0.00
527,0.00
529,0.00
532,0.00
533,0.00
538,0.00
541,0.00
543,0.00
548,0.00
550,0.00
552,0.00
553,0.00
554,0.00
557,0.00
559,0.00
560,0.00
568,0.00
569,0.00
571,0.00
573,0.00
578,0.00
580,0.00
581,0.00
587,0.00
590,0.00
591,0.00
593,0.00
595,0.00
598,0.00
600,0.00
602,0.00
604,0.00
605,0.00
606,0.00
608,0.00
613,0.00
614,0.00
616,0.00
617,0.00
622,0.00
623,0.00
624,0.00
625,0.00
626,0.00
627,0.00
630,0.00
635,0.00
636,0.00
640,0.00
641,0.00
645,0.00
649,0.00
650,0.00
653,0.00
657,0.00
659,0.00
663,0.00
668,0.00
671,0.00
677,0.00
678,0.00
684,0.00
686,0.00
696,0.00
697,0.00
700,0.00
701,0.00
704,0.00
706,0.00
708,0.00
710,0.00
711,0.00
712,0.00
713,0.00
719,0.00
723,0.00
727,0.00
731,0.00
732,0.00
739,0.00
744,0.00
746,0.00
749,0.00
751,0.00
753,0.00
756,0.00
761,0.00
762,0.00
764,0.00
765,0.00
767,0.00
770,0.00
771,0.00
773,0.00
774,0.00
778,0.00
779,0.00
781,0.00
783,0.00
786,0.00
787,0.00
788,0.00
790,0.00
794,0.00
799,0.00
801,0.00
802,0.00
803,0.00
804,0.00
812,0.00
825,0.00
828,0.00
829,0.00
832,0.00
833,0.00
835,0.00
836,0.00
840,0.00
844,0.00
845,0.00
848,0.00
851,0.00
854,0.00
860,0.00
862,0.00
863,0.00
865,0.00
869,0.00
870,0.00
871,0.00
877,0.00
879,0.00
880,0.00
881,0.00
883,0.00
887,0.00
890,0.00
894,0.00
895,0.00
896,0.00
898,0.00
899,0.00
900,0.00
901,0.00
903,0.00
910,0.00
911,0.00
914,0.00
915,0.00
919,0.00
920,0.00
922,0.00
923,0.00
926,0.00
928,0.00
929,0.00
936,0.00
938,0.00
941,0.00
943,0.00
945,0.00
955,0.00
956,0.00
960,0.00
961,0.00
962,0.00
965,0.00
971,0.00
973,0.00
977,0.00
978,0.00
980,0.00
982,0.00
985,0.00
987,0.00
988,0.00
991,0.00
992,0.00
993,0.00
1002,0.00
1004,0.00
1005,0.00
1010,0.00
1016,0.00
1017,0.00
1018,0.00
1025,0.00
1026,0.00
1031,0.00
1032,0.00
1034,0.00
1036,0.00
1040,0.00
1044,0.00
1051,0.00
1068,0.00
1070,0.00
1074,0.00
1077,0.00
1078,0.00
1081,0.00
1082,0.00
1083,0.00
1084,0.00
1087,0.00
1089,0.00
1090,0.00
1094,0.00
1098,0.00
1099,0.00
1100,0.00
1106,0.00
1107,0.00
1109,0.00
1110,0.00
1112,0.00
1116,0.00
1120,0.00
1122,0.00
1123,0.00
1126,0.00
1127,0.00
1130,0.00
1133,0.00
1137,0.00
1138,0.00
1141,0.00
1147,0.00
1149,0.00
1151,0.00
1155,0.00
1163,0.00
1167,0.00
1168,0.00
1171,0.00
1174,0.00
1176,0.00
1177,0.00
1179,0.00
1180,0.00
1184,0.00
1186,0.00
1189,0.00
1191,0.00
1196,0.00
1202,0.00
1207,0.00
1208,0.00
1210,0.00
1212,0.00
1214,0.00
1215,0.00
1218,0.00
1221,0.00
1223,0.00
1224,0.00
1227,0.00
1232,0.00
1234,0.00
1236,0.00
1237,0.00
1239,0.00
1245,0.00
1249,0.00
1250,0.00
1252,0.00
1257,0.00
1258,0.00
1260,0.00
1267,0.00
1269,0.00
1271,0.00
1275,0.00
1279,0.00
1281,0.00
1290,0.00
1291,0.00
1305,0.00
1307,0.00
1308,0.00
1315,0.00
1316,0.00
1324,0.00
1327,0.00
1328,0.00
1330,0.00
1334,0.00
1337,0.00
1339,0.00
1340,0.00
1341,0.00
1343,0.00
1344,0.00
1345,0.00
1346,0.00
1351,0.00
1352,0.00
1357,0.00
1362,0.00
1363,0.00
1367,0.00
1370,0.00
1372,0.00
1375,0.00
1377,0.00
1378,0.00
1380,0.00
1383,0.00
1384,0.00
1391,0.00
1392,0.00
1393,0.00
1395,0.00
1396,0.00
1399,0.00
1402,0.00
1404,0.00
1406,0.00
1409,0.00
1410,0.00
1411,0.00
1413,0.00
1417,0.00
1418,0.00
1420,0.00
1421,0.00
1423,0.00
1424,0.00
1425,0.00
1427,0.00
1429,0.00
1432,0.00
1437,0.00
1439,0.00
1443,0.00
1444,0.00
1446,0.00
1449,0.00
1451,0.00
1452,0.00
1454,0.00
1457,0.00
1459,0.00
1471,0.00
1476,0.00
1477,0.00
1480,0.00
1482,0.00
1483,0.00
1488,0.00
1489,0.00
1492,0.00
1494,0.00
1497,0.00
1506,0.00
1513,0.00
1514,0.00
1515,0.00
1516,0.00
1517,0.00
1518,0.00
1521,0.00
1533,0.00
1534,0.00
1536,0.00
1537,0.00
1540,0.00
1549,0.00
1552,0.00
1556,0.00
1557,0.00
1563,0.00
1564,0.00
1566,0.00
1570,0.00
1573,0.00
1574,0.00
1579,0.00
1584,0.00
1586,0.00
1589,0.00
1594,0.00
1595,0.00
1598,0.00
1602,0.00
1604,0.00
1606,0.00
1607,0.00
1609,0.00
1610,0.00
1611,0.00
1615,0.00
1616,0.00
1617,0.00
1620,0.00
1621,0.00
1624,0.00
1625,0.00
1626,0.00
1627,0.00
1628,0.00
1639,0.00
1642,0.00
1650,0.00
1658,0.00
1660,0.00
1664,0.00
1666,0.00
1669,0.00
1671,0.00
1672,0.00
1673,0.00
1674,0.00
1685,0.00
1686,0.00
1687,0.00
1688,0.00
1692,0.00
1699,0.00
1701,0.00
1704,0.00
1710,0.00
1713,0.00
1714,0.00
1724,0.00
1729,0.00
1731,0.00
1737,0.00
1739,0.00
1741,0.00
1748,0.00
1750,0.00
1755,0.00
1756,0.00
1759,0.00
1760,0.00
1762,0.00
1763,0.00
1766,0.00
1767,0.00
1769,0.00
1771,0.00
1773,0.00
1774,0.00
1777,0.00
1781,0.00
1782,0.00
1783,0.00
1787,0.00
1789,0.00
1794,0.00
1795,0.00
1799,0.00
1806,0.00
1808,0.00
1813,0.00
1814,0.00
1815,0.00
1817,0.00
1818,0.00
1821,0.00
1823,0.00
1825,0.00
1826,0.00
1832,0.00
1833,0.00
1836,0.00
1837,0.00
1840,0.00
1842,0.00
1844,0.00
1845,0.00
1849,0.00
1852,0.00
1853,0.00
1859,0.00
1861,0.00
1862,0.00
1864,0.00
1866,0.00
1869,0.00
1873,0.00
1878,0.00
1881,0.00
1882,0.00
1889,0.00
1895,0.00
1897,0.00
1900,0.00
1902,0.00
1906,0.00
1907,0.00
1909,0.00
1912,0.00
1914,0.00
1926,0.00
1937,0.00
1940,0.00
1942,0.00
1943,0.00
1949,0.00
1952,0.00
1954,0.00
1964,0.00
1965,0.00
1967,0.00
1969,0.00
1970,0.00
1972,0.00
1981,0.00
1987,0.00
1988,0.00
1989,0.00
1992,0.00
1997,0.00
1999,0.00
2001,0.00
2002,0.00
2004,0.00
2005,0.00
2006,0.00
2008,0.00
2012,0.00
2019,0.00
2026,0.00
2031,0.00
2032,0.00
2042,0.00
2047,0.00
2051,0.00
2054,0.00
2055,0.00
2057,0.00
2058,0.00
2061,0.00
2065,0.00
2066,0.00
2071,0.00
2074,0.00
2077,0.00
2078,0.00
2082,0.00
2083,0.00
2084,0.00
2085,0.00
2086,0.00
2087,0.00
2088,0.00
2089,0.00
2090,0.00
2093,0.00
2094,0.00
2096,0.00
2097,0.00
2098,0.00
2102,0.00
2104,0.00
2110,0.00
2112,0.00
2116,0.00
2117,0.00
2119,0.00
2123,0.00
2125,0.00
2131,0.00
2141,0.00
2143,0.00
2148,0.00
2153,0.00
2159,0.00
2161,0.00
2167,0.00
2170,0.00
2171,0.00
2173,0.00
2174,0.00
2175,0.00
2178,0.00
2180,0.00
2183,0.00
2185,0.00
2189,0.00
2190,0.00
2192,0.00
2193,0.00
2199,0.00
2206,0.00
2210,0.00
2211,0.00
2213,0.00
2214,0.00
2216,0.00
2218,0.00
2221,0.00
2223,0.00
2230,0.00
2232,0.00
2234,0.00
2235,0.00
2236,0.00
2238,0.00
2240,0.00
2248,0.00
2250,0.00
2251,0.00
2252,0.00
2254,0.00
2258,0.00
2259,0.00
2260,0.00
2266,0.00
2270,0.00
2271,0.00
2274,0.00
2282,0.00
2286,0.00
2290,0.00
2295,0.00
2298,0.00
2305,0.00
2306,0.00
2307,0.00
2309,0.00
2310,0.00
2312,0.00
2315,0.00
2330,0.00
2332,0.00
2336,0.00
2337,0.00
2338,0.00
2343,0.00
2344,0.00
2346,0.00
2347,0.00
2349,0.00
2351,0.00
2356,0.00
2358,0.00
2364,0.00
2366,0.00
2368,0.00
2369,0.00
2370,0.00
2371,0.00
2372,0.00
2373,0.00
2375,0.00
2377,0.00
2378,0.00
2381,0.00
2385,0.00
2389,0.00
2391,0.00
2392,0.00
2393,0.00
2394,0.00
2396,0.00
2397,0.00
2406,0.00
2407,0.00
2414,0.00
2415,0.00
2418,0.00
2423,0.00
2428,0.00
2429,0.00
2431,0.00
2432,0.00
2434,0.00
2446,0.00
2447,0.00
2448,0.00
2449,0.00
2451,0.00
2452,0.00
2453,0.00
2456,0.00
2457,0.00
2459,0.00
2467,0.00
2472,0.00
2473,0.00
2475,0.00
2477,0.00
2482,0.00
2485,0.00
2486,0.00
2489,0.00
2490,0.00
2506,0.00
2508,0.00
2509,0.00
2511,0.00
2512,0.00
2517,0.00
2518,0.00
2523,0.00
2533,0.00
2535,0.00
2536,0.00
2539,0.00
2540,0.00
2541,0.00
2542,0.00
2550,0.00
2556,0.00
2557,0.00
2568,0.00
2571,0.00
2574,0.00
2577,0.00
2579,0.00
2584,0.00
2588,0.00
2589,0.00
2591,0.00
2594,0.00
2595,0.00
2597,0.00
2598,0.00
2612,0.00
2617,0.00
2618,0.00
2620,0.00
2621,0.00
2624,0.00
2628,0.00
2629,0.00
2632,0.00
2633,0.00
2637,0.00
2638,0.00
2640,0.00
2641,0.00
2647,0.00
2648,0.00
2653,0.00
2657,0.00
2659,0.00
2660,0.00
2662,0.00
2664,0.00
2665,0.00
2666,0.00
2669,0.00
2672,0.00
2673,0.00
2677,0.00
2680,0.00
2681,0.00
2688,0.00
2692,0.00
2695,0.00
2696,0.00
2697,0.00
2698,0.00
2699,0.00
2700,0.00
2704,0.00
2706,0.00
2712,0.00
2715,0.00
2717,0.00
2719,0.00
2720,0.00
2727,0.00
2729,0.00
2732,0.00
2733,0.00
2735,0.00
2745,0.00
2747,0.00
2748,0.00
2752,0.00
2754,0.00
2755,0.00
2761,0.00
2764,0.00
2768,0.00
2770,0.00
2771,0.00
2774,0.00
2776,0.00
2778,0.00
2783,0.00
2785,0.00
2791,0.00
2792,0.00
2794,0.00
2795,0.00
2798,0.00
2807,0.00
2810,0.00
2815,0.00
2818,0.00
2819,0.00
2820,0.00
2826,0.00
2827,0.00
2828,0.00
2833,0.00
2837,0.00
2838,0.00
2840,0.00
2841,0.00
2843,0.00
2844,0.00
2845,0.00
2846,0.00
2851,0.00
2853,0.00
2858,0.00
2860,0.00
2861,0.00
2862,0.00
2863,0.00
2865,0.00
2867,0.00
2868,0.00
2871,0.00
2873,0.00
2875,0.00
2877,0.00
2882,0.00
2884,0.00
2888,0.00
2890,0.00
2892,0.00
2894,0.00
2897,0.00
2900,0.00
2901,0.00
2904,0.00
2905,0.00
2908,0.00
2912,0.00
2920,0.00
2924,0.00
2925,0.00
2927,0.00
2929,0.00
2938,0.00
2945,0.00
2946,0.00
2947,0.00
2949,0.00
2950,0.00
2954,0.00
2955,0.00
2956,0.00
2962,0.00
2964,0.00
2966,0.00
2971,0.00
2972,0.00
2977,0.00
2978,0.00
2980,0.00
2987,0.00
2988,0.00
2993,0.00
2994,0.00
2996,0.00
2998,0.00
3001,0.00
3008,0.00
3010,0.00
3014,0.00
3015,0.00
3017,0.00
3020,0.00
3021,0.00
3026,0.00
3034,0.00
3037,0.00
3039,0.00
3040,0.00
3041,0.00
3042,0.00
3043,0.00
3049,0.00
3050,0.00
3052,0.00
3053,0.00
3054,0.00
3060,0.00
3064,0.00
3066,0.00
3068,0.00
3069,0.00
3070,0.00
3077,0.00
3078,0.00
3082,0.00
3083,0.00
3086,0.00
3089,0.00
3092,0.00
3094,0.00
3095,0.00
3098,0.00
3099,0.00
3103,0.00
3106,0.00
3107,0.00
3109,0.00
3111,0.00
3115,0.00
3116,0.00
3122,0.00
3126,0.00
3129,0.00
3130,0.00
3135,0.00
3136,0.00
3138,0.00
3143,0.00
3146,0.00
3147,0.00
3152,0.00
3157,0.00
3160,0.00
3161,0.00
3167,0.00
3169,0.00
3178,0.00
3179,0.00
3181,0.00
3183,0.00
3191,0.00
3198,0.00
3201,0.00
3206,0.00
3209,0.00
3211,0.00
3212,0.00
3213,0.00
3214,0.00
3215,0.00
3220,0.00
3223,0.00
3225,0.00
3229,0.00
3230,0.00
3235,0.00
3237,0.00
3243,0.00
3244,0.00
3250,0.00
3253,0.00
3259,0.00
3261,0.00
3262,0.00
3263,0.00
3265,0.00
3266,0.00
3275,0.00
3276,0.00
3277,0.00
3281,0.00
3286,0.00
3287,0.00
3289,0.00
3290,0.00
3292,0.00
3295,0.00
3297,0.00
3304,0.00
3306,0.00
3313,0.00
3314,0.00
3316,0.00
3319,0.00
3323,0.00
3326,0.00
3330,0.00
3331,0.00
3335,0.00
3338,0.00
3340,0.00
3343,0.00
3346,0.00
3348,0.00
3350,0.00
3351,0.00
3352,0.00
3354,0.00
3356,0.00
3358,0.00
3364,0.00
3365,0.00
3371,0.00
3372,0.00
3374,0.00
3375,0.00
3376,0.00
3377,0.00
3383,0.00
3388,0.00
3389,0.00
3393,0.00
3395,0.00
3396,0.00
3397,0.00
3407,0.00
3410,0.00
3411,0.00
3414,0.00
3415,0.00
3417,0.00
3423,0.00
3424,0.00
3425,0.00
3427,0.00
3428,0.00
3429,0.00
3433,0.00
3436,0.00
3439,0.00
3440,0.00
3443,0.00
3444,0.00
3445,0.00
3453,0.00
3455,0.00
3465,0.00
3466,0.00
3470,0.00
3485,0.00
3486,0.00
3490,0.00
3495,0.00
3496,0.00
3497,0.00
3500,0.00
3502,0.00
3516,0.00
3521,0.00
3523,0.00
3524,0.00
3526,0.00
3530,0.00
3536,0.00
3541,0.00
3542,0.00
3543,0.00
3548,0.00
3553,0.00
3554,0.00
3560,0.00
3562,0.00
3563,0.00
3564,0.00
3565,0.00
3566,0.00
3572,0.00
3581,0.00
3585,0.00
3587,0.00
3590,0.00
3598,0.00
3600,0.00
3609,0.00
3617,0.00
3620,0.00
3623,0.00
3626,0.00
3631,0.00
3632,0.00
3634,0.00
3635,0.00
3636,0.00
3639,0.00
3640,0.00
3643,0.00
3644,0.00
3652,0.00
3653,0.00
3657,0.00
3659,0.00
3664,0.00
3666,0.00
3667,0.00
3669,0.00
3671,0.00
3672,0.00
3677,0.00
3679,0.00
3680,0.00
3681,0.00
3682,0.00
3687,0.00
3690,0.00
3692,0.00
3693,0.00
3699,0.00
3700,0.00
3702,0.00
3704,0.00
3708,0.00
3709,0.00
3711,0.00
3712,0.00
3713,0.00
3720,0.00
3723,0.00
3724,0.00
3729,0.00
3730,0.00
3731,0.00
3734,0.00
3742,0.00
3746,0.00
3748,0.00
3749,0.00
3757,0.00
3759,0.00
3760,0.00
3763,0.00
3767,0.00
3771,0.00
3774,0.00
3775,0.00
3780,0.00
3781,0.00
3783,0.00
3787,0.00
3789,0.00
3791,0.00
3796,0.00
3802,0.00
3805,0.00
3811,0.00
3814,0.00
3821,0.00
3827,0.00
3828,0.00
3829,0.00
3831,0.00
3836,0.00
3837,0.00
3839,0.00
3840,0.00
3844,0.00
3845,0.00
3848,0.00
3849,0.00
3850,0.00
3852,0.00
3854,0.00
3855,0.00
3862,0.00
3867,0.00
3870,0.00
3873,0.00
3874,0.00
3878,0.00
3880,0.00
3883,0.00
3884,0.00
3885,0.00
3889,0.00
3891,0.00
3892,0.00
3902,0.00
3903,0.00
3907,0.00
3908,0.00
3913,0.00
3915,0.00
3919,0.00
3921,0.00
3924,0.00
3926,0.00
3930,0.00
3932,0.00
3934,0.00
3936,0.00
3937,0.00
3941,0.00
3942,0.00
3944,0.00
3946,0.00
3953,0.00
3954,0.00
3955,0.00
3956,0.00
3960,0.00
3962,0.00
3964,0.00
3966,0.00
3970,0.00
3972,0.00
3974,0.00
3975,0.00
3979,0.00
3983,0.00
3986,0.00
3992,0.00
3993,0.00
3996,0.00
4000,0.00
4004,0.00
4006,0.00
4007,0.00
4008,0.00
4013,0.00
4015,0.00
4017,0.00
4019,0.00
4021,0.00
4026,0.00
4032,0.00
4034,0.00
4036,0.00
4038,0.00
4044,0.00
4049,0.00
4050,0.00
4057,0.00
4059,0.00
4061,0.00
4062,0.00
4065,0.00
4066,0.00
4067,0.00
4080,0.00
4087,0.00
4088,0.00
4089,0.00
4092,0.00
4094,0.00
4095,0.00
4096,0.00
4102,0.00
4103,0.00
4105,0.00
4106,0.00
4108,0.00
4114,0.00
4123,0.00
4125,0.00
4126,0.00
4127,0.00
4128,0.00
4135,0.00
4138,0.00
4139,0.00
4144,0.00
4145,0.00
4151,0.00
4153,0.00
4154,0.00
4155,0.00
4159,0.00
4164,0.00
4166,0.00
4167,0.00
4170,0.00
4174,0.00
4180,0.00
4185,0.00
4186,0.00
4188,0.00
4190,0.00
4191,0.00
4200,0.00
4210,0.00
4216,0.00
4219,0.00
4223,0.00
4224,0.00
4225,0.00
4227,0.00
4231,0.00
4232,0.00
4238,0.00
4239,0.00
4240,0.00
4247,0.00
4254,0.00
4258,0.00
4266,0.00
4267,0.00
4268,0.00
4271,0.00
4273,0.00
4274,0.00
4276,0.00
4277,0.00
4278,0.00
4281,0.00
4282,0.00
4287,0.00
4301,0.00
4302,0.00
4305,0.00
4310,0.00
4311,0.00
4312,0.00
4314,0.00
4317,0.00
4321,0.00
4326,0.00
4330,0.00
4334,0.00
4335,0.00
4336,0.00
4337,0.00
4338,0.00
4339,0.00
4341,0.00
4342,0.00
4348,0.00
4350,0.00
4351,0.00
4353,0.00
4354,0.00
4357,0.00
4359,0.00
4360,0.00
4363,0.00
4366,0.00
4370,0.00
4374,0.00
4379,0.00
4383,0.00
4384,0.00
4386,0.00
4387,0.00
4388,0.00
4396,0.00
4401,0.00
4402,0.00
4403,0.00
4410,0.00
4411,0.00
4412,0.00
4417,0.00
4418,0.00
4419,0.00
4421,0.00
4422,0.00
4428,0.00
4435,0.00
4436,0.00
4439,0.00
4440,0.00
4446,0.00
4449,0.00
4452,0.00
4453,0.00
4455,0.00
4456,0.00
4457,0.00
4458,0.00
4459,0.00
4461,0.00
4463,0.00
4464,0.00
